"Symbol","ListedDate","ListedYear","ABSymbol","HSymbol","EstablishDate","IpoDate","CompanyListedDate","IsIPO","TotalShares","IssuePrice","CurrencyCode","ClosePrice","ReturnRate","TurnoverRate1","TurnoverRate2","PE","PB"
"000001","1991-04-03","1991","","","1987-12-22","1989-03-10","1991-04-03","A","350000","40.0000","CNY","49.000","0.225000","0.00000","0.00000","",""
"000002","1991-01-29","1991","","02202","1984-05-30","1988-12-28","1991-01-29","A","28000000","1.0000","CNY","14.580","13.580000","0.00004","0.00005","",""
"000003","1991-07-03","1991","","","1988-11-09","1989-02-28","1991-07-03","A","42716330","10.0000","CNY","6.300","-0.370000","0.00303","0.00536","",""
"000004","1991-01-14","1991","","","1986-05-05","1989-12-23","1991-01-14","A","12500000","1.0000","CNY","15.980","14.980000","0.00004","0.00010","",""
"000005","1990-12-10","1990","","","1987-07-23","1990-03-03","1990-12-10","A","44338500","10.0000","CNY","18.030","0.803000","","","","24.66"
"000006","1992-04-27","1992","","","1989-04-01","1989-08-01","1992-04-27","A","690000","10.0000","CNY","38.500","2.850000","0.00259","0.00420","51.85","17.95"
"000007","1992-04-13","1992","","","1988-11-21","1988-12-01","1992-04-13","A","8400000","1.0000","CNY","24.300","23.300000","0.00751","0.01899","66.01",""
"000008","1992-05-07","1992","","","1989-10-11","1989-10-01","1992-05-07","A","1000000","10.0000","CNY","20.650","1.065000","0.00669","0.01421","",""
"000009","1991-06-25","1991","","","1983-07-01","1991-06-14","1991-06-25","A","60000000","3.0000","CNY","4.300","0.433333","0.00182","0.00485","",""
"000010","1995-10-27","1995","","","1988-12-31","1993-06-01","1995-10-27","A","16998928","1.0000","CNY","14.080","13.080000","0.25057","0.77191","115.78","11.60"
"000011","1992-03-30","1992","200011","","1983-01-17","1991-10-01","1992-03-30","A","41500000","3.6000","CNY","11.000","2.055556","0.00179","0.01319","",""
"000012","1992-02-28","1992","200012","","1984-09-10","1991-12-03","1992-02-28","B","20300000","3.3800","CNY","10.500","2.106509","0.00108","0.00682","65.91","23.38"
"000013","1992-05-06","1992","","","1992-03-18","1991-12-11","1992-05-06","A","23500000","2.8000","CNY","18.600","5.642857","0.00404","0.02803","59.25","14.83"
"000014","1992-06-02","1992","","","1992-04-21","1991-12-19","1992-06-02","A","11000000","2.3800","CNY","25.000","9.504202","0.00358","0.00950","122.47","35.82"
"000015","1992-06-25","1992","","","1992-05-08","1991-12-14","1992-06-25","A","14400000","2.7800","CNY","17.050","5.133094","0.00429","0.03088","","20.62"
"000016","1992-03-27","1992","200016","","1980-10-01","1991-12-24","1992-03-27","B","30150000","3.9000","CNY","11.850","2.038462","0.00270","0.01417","23.94","12.08"
"000017","1992-03-31","1992","200017","","1992-03-12","1991-12-28","1992-03-31","B","32800000","3.7500","CNY","12.900","2.440000","0.00173","0.01267","73.72",""
"000018","1992-06-16","1992","","","1992-05-09","1992-01-07","1992-06-16","A","15200000","1.5000","CNY","14.050","8.366667","0.00427","0.04525","","16.29"
"000019","1992-10-12","1992","200019","","1992-08-06","1991-12-01","1992-10-12","A","19400000","2.1000","CNY","16.150","6.690476","0.00516","0.03459","90.95",""
"000020","1992-04-28","1992","200020","","1992-03-30","1992-01-20","1992-04-28","A","29630000","1.9000","CNY","13.900","6.315789","0.00338","0.02629","",""
"000021","1994-02-02","1994","","","1993-12-29","1993-11-22","1994-02-02","A","25675000","4.6500","CNY","7.900","0.698925","0.01273","0.09341","38.28",""
"000022","1993-05-05","1993","201872","","1993-03-21","1993-02-18","1993-05-05","A","46000000","3.1000","CNY","14.500","3.677419","0.00513","0.03981","",""
"000023","1993-04-29","1993","","","1984-09-18","1993-03-01","1993-04-29","A","25300000","3.1000","CNY","16.850","4.435484","0.03078","0.10170","","43.19"
"000024","1993-06-07","1993","","","1993-04-10","1993-03-15","1993-06-07","A","27000000","3.4000","CNY","12.600","2.705882","0.00230","0.02413","115.95",""
"000025","1993-06-21","1993","200025","","1993-04-18","1993-03-15","1993-06-21","B","25980000","4.1800","CNY","11.800","1.822967","0.00306","0.02342","58.29",""
"000026","1993-06-03","1993","200026","","1993-04-18","1993-03-10","1993-06-03","A","12500000","3.6000","CNY","14.500","3.027778","0.00663","0.04045","","15.07"
"000027","1993-09-03","1993","","","1993-06-02","1993-04-06","1993-09-03","A","107300000","3.5000","CNY","12.600","2.600000","0.01557","0.06002","","6.93"
"000028","1993-08-09","1993","200028","","1993-07-03","1993-05-05","1993-08-09","A","30000000","3.5000","CNY","10.100","1.885714","0.01114","0.07092","","11.40"
"000029","1993-09-15","1993","200029","","1993-08-15","1993-06-21","1993-09-15","A","112000000","3.8000","CNY","11.300","1.973684","0.00601","0.04060","56.46","8.62"
"000030","1993-09-29","1993","200030","","1993-08-28","1993-06-28","1993-09-29","A","43500000","4.5500","CNY","11.600","1.549451","0.00664","0.05802","40.96","16.99"
"000031","1993-10-08","1993","","","1993-09-26","1993-08-08","1993-10-08","A","67000000","4.3800","CNY","11.600","1.648402","0.01526","0.06102","23.31",""
"000032","1993-10-28","1993","","","1993-09-26","1993-08-12","1993-10-28","A","27500000","3.3600","CNY","9.700","1.886905","0.02431","0.09637","56.36",""
"000033","1994-01-03","1994","","","1990-03-08","1993-09-30","1994-01-03","A","42000000","3.1500","CNY","5.700","0.809524","0.00779","0.05611","","7.21"
"000034","1994-05-09","1994","","","1982-06-01","1993-10-18","1994-05-09","A","46800000","5.2000","CNY","6.760","0.300000","0.03020","0.12987","15.22",""
"000035","1994-04-08","1994","","","1984-12-31","1993-11-24","1994-04-08","A","15000000","3.9000","CNY","10.250","1.628205","0.09439","0.63748","",""
"000036","1994-06-17","1994","","","1994-01-29","1993-12-13","1994-06-17","A","34100000","2.6000","CNY","3.920","0.507692","0.11491","0.45716","",""
"000037","1994-07-01","1994","200037","","1993-11-25","1994-01-03","1994-07-01","A","40000000","4.6000","CNY","4.810","0.045652","0.02670","0.25458","8.31",""
"000038","1994-08-08","1994","","","1987-06-24","1993-12-10","1994-08-08","A","12000000","3.6800","CNY","8.500","1.309783","0.04932","0.33737","","4.11"
"000039","1994-04-08","1994","","02039","1980-01-14","1994-02-01","1994-04-08","B","12000000","8.5000","CNY","13.000","0.529412","0.05986","0.44396","25.94",""
"000040","1994-08-08","1994","","","1993-12-30","1994-02-18","1994-08-08","A","22000000","6.0000","CNY","8.650","0.441667","0.04882","0.24884","18.84",""
"000042","1994-09-21","1994","","","1994-09-13","1994-05-26","1994-09-21","A","16300000","10.8000","CNY","23.380","1.164815","0.06207","0.26879","13.69","8.52"
"000043","1994-09-28","1994","","","1994-09-24","1994-06-06","1994-09-28","A","20280000","5.5000","CNY","12.450","1.263636","0.06974","0.38000","23.07","10.79"
"000045","1994-08-15","1994","200045","","1994-08-06","1994-05-28","1994-08-15","A","16800000","3.9000","CNY","6.280","0.610256","0.07053","0.67165","18.02","3.74"
"000046","1994-09-12","1994","","","1989-01-04","1994-05-31","1994-09-12","A","13000000","6.3000","CNY","16.920","1.685714","0.13545","0.44862","34.61","12.95"
"000047","1994-10-21","1994","","","1994-09-28","1994-06-20","1994-10-21","A","16000000","4.0500","CNY","10.400","1.567901","0.21384","1.24739","23.14","11.20"
"000048","1994-11-01","1994","","","1994-09-21","1994-06-23","1994-11-01","A","21800000","4.8000","CNY","8.860","0.845833","0.11803","0.54294","26.21","4.09"
"000049","1995-03-20","1995","","","1995-02-18","1995-01-10","1995-03-20","A","14000000","4.9500","CNY","8.690","0.755556","0.13379","0.51946","47.61",""
"000050","1995-03-15","1995","","","1995-02-26","1995-01-16","1995-03-15","A","11000000","4.5000","CNY","10.050","1.233333","0.10200","0.77011","27.33","7.02"
"000055","1996-04-15","1996","200055","","1994-03-31","1996-03-29","1996-04-15","B","20000000","5.1800","CNY","8.460","0.633205","0.09740","0.81170","30.41","5.73"
"000056","1996-07-08","1996","200056","","1993-03-18","1996-06-21","1996-07-08","B","20000000","4.7800","CNY","8.650","0.809623","0.08008","0.61424","32.48","5.83"
"000058","1996-12-26","1996","200058","","1996-07-16","1996-12-12","1996-12-26","B","25000000","6.8000","CNY","16.710","1.457353","0.03720","0.54332","58.64","16.44"
"000059","1997-01-30","1997","","","1997-01-18","1997-01-03","1997-01-30","A","130000000","5.3800","CNY","11.200","1.081784","0.14461","0.76015","","57.53"
"000060","1997-01-23","1997","","","1994-06-06","1997-01-10","1997-01-23","A","18000000","8.0000","CNY","19.500","1.437500","0.15036","0.60144","44.75","8.27"
"000061","1997-01-10","1997","","","1994-01-19","1996-12-26","1997-01-10","A","19000000","8.3800","CNY","21.140","1.522673","0.29674","0.79153","59.84","11.28"
"000062","1997-01-30","1997","","","1994-01-19","1997-01-20","1997-01-30","A","18000000","11.4000","CNY","21.870","0.918421","0.14319","0.57275","24.76","7.28"
"000063","1997-11-18","1997","","00763","1997-11-11","1997-10-06","1997-11-18","A","65000000","6.8100","CNY","20.860","2.063142","0.15887","0.67895","52.65","40.19"
"000065","1998-06-05","1998","","","1984-12-01","1998-04-16","1998-06-05","A","12500000","3.9800","CNY","18.350","3.610553","0.16077","0.71455","78.28","24.42"
"000066","1997-06-26","1997","","","1997-06-20","1997-06-10","1997-06-26","A","57000000","6.5800","CNY","23.200","2.525836","0.21848","0.67525","60.10","23.91"
"000068","1997-06-11","1997","","","1997-06-06","1997-05-21","1997-06-11","A","150000000","5.4500","CNY","12.980","1.381651","0.18825","0.73068","33.10","11.84"
"000069","1997-09-10","1997","","","1997-09-02","1997-08-04","1997-09-10","A","50000000","6.1800","CNY","13.000","1.103560","0.14858","0.62587","51.00","11.44"
"000070","2000-05-11","2000","","","1999-07-29","2000-03-24","2000-05-11","A","70000000","7.9000","CNY","28.700","2.632911","0.12588","0.49952","136.96","26.56"
"000078","1998-12-18","1998","","","1998-09-01","1998-08-07","1998-12-18","A","19100000","5.3600","CNY","23.790","3.438433","0.14155","0.62909","100.10","31.72"
"000088","1997-07-28","1997","","","1997-07-21","1997-07-07","1997-07-28","A","125000000","5.3100","CNY","10.710","1.016949","0.12735","0.63966","37.35","8.85"
"000089","1998-04-20","1998","","","1998-04-10","1998-03-11","1998-04-20","A","100000000","6.3800","CNY","10.050","0.575235","0.16427","0.51469","30.85","10.55"
"000090","1999-07-21","1999","","","1993-12-06","1999-07-01","1999-07-21","A","58000000","8.0000","CNY","20.670","1.583750","0.16977","0.72613","57.20","10.68"
"000096","2000-07-24","2000","","","1999-02-18","2000-07-10","2000-07-24","A","85000000","6.0000","CNY","11.590","0.931667","0.13475","0.52314","83.19","9.97"
"000099","2000-07-31","2000","","","1999-02-11","2000-07-03","2000-07-31","A","60000000","10.2000","CNY","19.500","0.911765","0.13917","0.45463","83.49","16.98"
"000100","2004-01-30","2004","","","2002-04-19","2004-01-07","2004-01-30","A","994395944","4.2600","CNY","7.590","0.781690","0.19452","0.50593","46.23","10.33"
"000150","2000-08-07","2000","","","1993-02-19","2000-07-21","2000-08-07","A","70000000","7.6800","CNY","17.870","1.326823","0.22593","0.58097","88.85","25.90"
"000151","2000-09-06","2000","","","1999-03-01","2000-08-14","2000-09-06","A","70000000","7.7800","CNY","17.930","1.304627","0.19068","0.53750","66.67","17.03"
"000153","2000-09-20","2000","","","1997-08-30","2000-09-07","2000-09-20","A","25000000","18.8000","CNY","34.110","0.814362","0.18948","0.49268","256.77","42.72"
"000155","2000-09-26","2000","","","1997-10-20","2000-09-08","2000-09-26","A","130000000","6.1800","CNY","8.200","0.326861","0.10390","0.37564","38.31","6.97"
"000156","2000-09-06","2000","","","1994-06-30","2000-08-18","2000-09-06","A","36000000","8.9800","CNY","21.470","1.390869","0.19541","0.52381","136.54","15.25"
"000157","2000-10-12","2000","","01157","1999-08-31","2000-09-15","2000-10-12","A","50000000","12.7400","CNY","24.130","0.894035","0.15682","0.47046","80.88","24.33"
"000158","2000-07-24","2000","","","1998-12-29","2000-07-06","2000-07-24","A","100000000","6.1800","CNY","9.850","0.593851","0.13430","0.53719","47.88","8.23"
"000159","2000-09-26","2000","","","1999-03-28","2000-09-01","2000-09-26","A","70000000","5.8800","CNY","19.380","2.295918","0.30893","0.75816","129.83","23.55"
"000166","2015-01-26","2015","","06806","1996-09-16","2015-01-25","2015-01-26","A","8140984977","4.8600","CNY","19.650","3.043210","0.08252","0.37396","",""
"000301","2000-05-29","2000","","","1998-07-16","2000-04-24","2000-05-29","A","105000000","4.1800","CNY","13.190","2.155502","0.06330","0.65337","66.33","10.95"
"000333","2013-09-18","2013","","00300","2000-04-07","2013-09-17","2013-09-18","A","713202895","44.5600","CNY","42.240","-0.052065","0.02306","0.05666","",""
"000338","2007-04-30","2007","","02338","2002-12-23","2007-04-30","2007-04-30","A","190653552","20.4700","CNY","64.930","2.171959","0.03983","0.11815","",""
"000400","1997-04-18","1997","","","1993-03-15","1997-04-02","1997-04-18","A","50000000","9.2400","CNY","19.380","1.097403","0.14548","0.40154","41.07","15.74"
"000401","1996-06-14","1996","","","1994-05-08","1996-05-30","1996-06-14","A","60000000","5.3800","CNY","6.950","0.291822","0.11794","0.78624","18.48","4.80"
"000402","1996-06-26","1996","","","1996-06-18","1996-06-06","1996-06-26","A","30000000","3.6800","CNY","6.350","0.725543","0.30063","0.87620","46.62","9.93"
"000403","1996-06-28","1996","","","1993-12-28","1996-06-07","1996-06-28","A","24000000","3.7800","CNY","5.550","0.468254","0.30275","0.77723","42.63","5.53"
"000404","1996-06-19","1996","","","1996-06-13","1996-05-27","1996-06-19","A","35000000","4.0800","CNY","6.420","0.573529","0.16486","0.73271","44.13","5.50"
"000405","1996-06-20","1996","","","1992-08-10","1996-05-28","1996-06-20","A","23700000","3.6000","CNY","5.250","0.458333","0.10207","0.40812","25.54","2.33"
"000406","1996-06-28","1996","","","1993-05-08","1996-06-12","1996-06-28","A","14419000","5.9800","CNY","11.560","0.933110","0.25205","0.52443","23.66","4.25"
"000407","1996-07-03","1996","","","1994-05-11","1996-06-19","1996-07-03","A","10500000","6.0000","CNY","10.200","0.700000","0.18978","0.65609","38.59","7.51"
"000408","1996-06-28","1996","","","1996-06-25","1996-06-13","1996-06-28","A","15000000","4.8000","CNY","7.800","0.625000","0.26046","0.87514","42.60","7.23"
"000409","1996-06-27","1996","","","1993-04-28","1996-06-12","1996-06-27","A","21000000","5.6800","CNY","10.350","0.822183","0.21614","0.85324","41.36","5.93"
"000410","1996-07-18","1996","","","1993-05-20","1996-06-27","1996-07-18","A","54000000","4.1600","CNY","6.000","0.442308","0.20789","0.83088","30.63","3.37"
"000411","1996-07-16","1996","","","1993-04-01","1996-06-26","1996-07-16","A","10560000","4.6000","CNY","7.250","0.576087","0.13907","0.55615","52.84","3.95"
"000412","1996-07-15","1996","","","1993-06-28","1996-07-01","1996-07-15","A","16800000","8.9800","CNY","14.150","0.575724","0.14499","0.55265","38.82","6.42"
"000413","1996-09-25","1996","","","1992-12-26","1996-09-11","1996-09-25","B","26200000","6.2800","CNY","10.450","0.664013","0.05236","0.66896","23.21","7.35"
"000415","1996-07-16","1996","","","1993-06-30","1996-06-23","1996-07-16","A","12500000","6.0000","CNY","10.800","0.800000","0.16927","0.67707","40.37","9.17"
"000416","1996-07-19","1996","","","1993-06-12","1996-06-24","1996-07-19","A","18000000","5.3500","CNY","7.400","0.383178","0.14712","0.52859","28.29","4.50"
"000417","1996-08-12","1996","","","1993-10-19","1996-07-08","1996-08-12","A","16906400","5.8000","CNY","13.910","1.398276","0.27926","0.94099","41.77","9.83"
"000418","1997-03-28","1997","","","1993-11-29","1997-03-18","1997-03-28","B","60000000","12.2400","CNY","28.560","1.333333","0.10304","0.61474","58.98","16.22"
"000419","1996-08-16","1996","","","1996-08-10","1996-07-19","1996-08-16","A","15000000","6.0800","CNY","12.650","1.080592","0.23732","0.89742","47.31","10.68"
"000420","1996-08-02","1996","","","1993-05-08","1996-07-23","1996-08-02","A","30976000","6.9900","CNY","9.800","0.402003","0.11735","0.46939","16.02","4.40"
"000421","1996-08-06","1996","","","1992-07-10","1996-07-25","1996-08-06","A","13740000","5.6000","CNY","9.950","0.776786","0.17237","0.68095","61.89","9.07"
"000422","1996-08-15","1996","","","1992-12-24","1996-07-25","1996-08-15","A","16350000","5.9000","CNY","13.600","1.305085","0.21738","0.86933","45.82","9.56"
"000423","1996-07-29","1996","","","1993-05-28","1996-07-05","1996-07-29","A","10900000","5.2800","CNY","11.200","1.121212","0.07403","0.26388","40.56","6.44"
"000425","1996-08-28","1996","","","1993-12-15","1996-08-13","1996-08-28","A","24000000","4.8000","CNY","8.460","0.762500","0.07405","0.29606","32.17","3.00"
"000426","1996-08-28","1996","","","1994-02-18","1996-08-01","1996-08-28","A","13700000","5.8800","CNY","11.270","0.916667","0.18688","0.67547","4.11","0.81"
"000428","1996-08-08","1996","","","1995-10-18","1996-07-19","1996-08-08","A","20000000","5.9800","CNY","10.780","0.802676","0.17446","0.77536","45.92","7.40"
"000429","1998-02-20","1998","200429","","1993-02-09","1998-01-09","1998-02-20","B","100000000","5.4100","CNY","9.700","0.792976","0.08541","0.65275","47.73","4.52"
"000430","1996-08-29","1996","","","1992-12-19","1996-08-13","1996-08-29","A","10000000","6.8000","CNY","13.120","0.929412","0.14969","0.59878","37.70","10.53"
"000488","2000-11-20","2000","200488","01812","1993-05-05","2000-11-02","2000-11-20","B","70000000","20.8000","CNY","22.250","0.069712","0.04719","0.30568","",""
"000498","1997-06-09","1997","","","1993-12-22","1997-05-21","1997-06-09","A","60000000","5.8800","CNY","10.440","0.775510","0.15924","0.51754","55.44","8.39"
"000501","1992-11-20","1992","","","1986-12-25","1992-04-01","1992-11-20","A","65000000","3.5000","CNY","10.100","1.885714","0.00990","0.04308","","18.34"
"000502","1992-11-23","1992","","","1991-05-18","1991-06-05","1992-11-23","A","20348117","1.0000","CNY","11.900","10.900000","0.00052","0.00226","",""
"000503","1992-11-30","1992","","","1991-09-14","1991-10-05","1992-11-30","A","31035081","1.0000","CNY","12.700","11.700000","0.00985","0.06976","",""
"000504","1992-12-08","1992","","","1991-10-18","1991-10-28","1992-12-08","A","30000000","1.0000","CNY","19.000","18.000000","0.00046","0.00263","","18.59"
"000505","1992-12-21","1992","200505","","1988-03-22","1992-01-20","1992-12-21","A","21086400","1.0000","CNY","19.000","18.000000","0.00043","0.00166","","24.83"
"000506","1993-03-12","1993","","","1988-03-12","1989-01-27","1993-03-12","A","30000000","3.2000","CNY","17.600","4.500000","0.03288","0.10083","125.97","11.04"
"000507","1993-03-26","1993","","","1989-03-09","1989-04-01","1993-03-26","A","81093000","10.0000","CNY","22.900","1.290000","0.01494","0.04573","104.45","11.11"
"000508","1993-04-30","1993","","","1991-12-01","1992-09-02","1993-04-30","A","30000000","3.9900","CNY","25.800","5.466165","0.00193","0.00851","45.13",""
"000509","1993-05-07","1993","","","1990-03-01","1992-01-01","1993-05-07","A","28428000","1.0000","CNY","20.150","19.150000","0.00286","0.01137","116.56",""
"000510","1993-05-07","1993","","","1989-04-12","1992-12-01","1993-05-07","A","20000000","3.2000","CNY","17.200","4.375000","0.00790","0.02130","","8.52"
"000511","1993-05-18","1993","","","1988-09-01","1989-02-21","1993-05-18","A","16000000","1.0000","CNY","18.800","17.800000","0.00254","0.00901","62.12",""
"000513","1993-10-28","1993","","01513","1985-01-26","1993-09-16","1993-10-28","B","13000000","6.3800","CNY","11.600","0.818182","0.00902","0.11304","31.89","6.86"
"000514","1993-07-12","1993","","","1992-10-23","1992-06-01","1993-07-12","A","18000000","1.0000","CNY","10.800","9.800000","0.00139","0.00415","60.31",""
"000515","1993-07-12","1993","","","1990-09-04","1992-06-01","1993-07-12","A","36000000","1.0000","CNY","9.400","8.400000","0.00134","0.00456","89.60",""
"000516","1993-08-09","1993","","","1986-12-19","1992-05-01","1993-08-09","A","6000000","2.1000","CNY","10.000","3.761905","0.01783","0.06406","",""
"000517","1993-08-06","1993","","","1989-05-19","1993-05-01","1993-08-06","A","16400000","3.3000","CNY","9.300","1.818182","0.03880","0.17053","",""
"000518","1993-09-08","1993","","","1990-05-20","1993-04-26","1993-09-08","A","40000000","2.5000","CNY","10.000","3.000000","0.10808","0.21901","157.48","15.00"
"000519","1993-10-08","1993","","","1989-12-10","1989-08-21","1993-10-08","A","5268000","1.0000","CNY","12.000","11.000000","0.05691","0.19689","58.83",""
"000520","1993-10-25","1993","","","1992-06-15","1993-09-16","1993-10-25","A","32400000","6.0000","CNY","9.800","0.633333","0.02061","0.08218","46.02",""
"000521","1993-10-18","1993","200521","","1992-12-31","1993-08-30","1993-10-18","A","30000000","4.8000","CNY","11.450","1.385417","0.03201","0.12802","32.25","7.37"
"000522","1993-11-08","1993","","","1992-12-22","1993-09-22","1993-11-08","A","36000000","6.8000","CNY","9.900","0.455882","0.02243","0.08972","44.83",""
"000523","1993-11-08","1993","","","1993-02-16","1993-09-22","1993-11-08","A","20400000","6.9000","CNY","9.800","0.420290","0.01919","0.07645","48.26","7.63"
"000524","1993-11-18","1993","","","1993-01-14","1993-09-22","1993-11-18","A","21000000","6.2800","CNY","15.350","1.444268","0.06645","0.26105","68.90",""
"000525","1993-10-28","1993","","","1992-06-05","1993-09-24","1993-10-28","A","25000000","2.6800","CNY","7.800","1.910448","0.08705","0.24609","52.68",""
"000526","1993-11-01","1993","","","1993-01-18","1992-09-21","1993-11-01","A","13000000","2.0000","CNY","8.100","3.050000","0.01511","0.06471","",""
"000527","1993-11-12","1993","","","1992-08-10","1993-10-06","1993-11-12","A","22770000","8.4500","CNY","19.850","1.349112","0.12167","0.48667","18.82",""
"000528","1993-11-18","1993","","","1993-11-09","1993-10-15","1993-11-18","A","50000000","4.2000","CNY","20.050","3.773810","0.08100","0.35998","53.01",""
"000529","1993-11-18","1993","","","1992-07-05","1993-10-04","1993-11-18","A","25500000","7.2000","CNY","21.000","1.916667","0.07831","0.30520","74.14","5.16"
"000530","1993-12-08","1993","200530","","1993-11-28","1993-10-18","1993-12-08","A","30000000","3.5000","CNY","8.750","1.500000","0.06298","0.23557","50.38",""
"000531","1994-01-06","1994","","","1992-11-30","1993-10-20","1994-01-06","A","21100000","4.8000","CNY","8.550","0.781250","0.04543","0.18173","65.13","8.00"
"000532","1994-01-03","1994","","","1992-10-28","1993-10-20","1994-01-03","A","24700000","7.8300","CNY","12.100","0.545338","0.02535","0.10142","43.20","4.81"
"000533","1994-01-03","1994","","","1992-10-28","1993-10-18","1994-01-03","A","41200000","4.1800","CNY","8.300","0.985646","0.01473","0.14706","49.93",""
"000534","1994-01-10","1994","","","1992-07-18","1993-10-19","1994-01-10","A","25930000","6.4200","CNY","12.150","0.892523","0.04945","0.19726","",""
"000535","1993-11-30","1993","","","1992-08-28","1993-10-28","1993-11-30","A","30000000","3.8000","CNY","12.000","2.157895","0.07165","0.26859","160.81",""
"000536","1993-11-26","1993","","","1993-11-20","1993-10-13","1993-11-26","A","33540000","1.6800","CNY","10.400","5.190476","0.06834","0.24899","106.64","15.94"
"000537","1993-12-10","1993","","","1992-04-24","1993-10-25","1993-12-10","A","33400000","3.6800","CNY","8.750","1.377717","0.03260","0.13019","72.15",""
"000538","1993-12-15","1993","","","1993-05-03","1993-11-06","1993-12-15","A","20000000","3.3800","CNY","10.350","2.062130","0.11000","0.48889","130.08","23.58"
"000539","1993-11-26","1993","200539","","1993-01-06","1993-10-10","1993-11-26","A","44000000","9.8000","CNY","15.900","0.622449","0.00951","0.08650","43.86",""
"000540","1994-02-02","1994","","","1994-01-08","1993-12-06","1994-02-02","A","30000000","3.1000","CNY","6.200","1.000000","0.09188","0.31724","87.50","9.22"
"000541","1993-11-23","1993","200541","","1992-10-20","1993-10-06","1993-11-23","A","19300000","10.2300","CNY","23.350","1.282502","0.08496","0.37586","37.35",""
"000542","1993-12-01","1993","","","1992-10-15","1993-10-18","1993-12-01","A","17800000","6.5000","CNY","13.850","1.130769","0.05786","0.23143","40.37","10.35"
"000543","1993-12-20","1993","","","1993-12-13","1993-10-08","1993-12-20","A","230000000","2.5000","CNY","6.200","1.480000","0.00474","0.04179","45.99","10.02"
"000544","1993-12-08","1993","","","1993-12-01","1993-10-25","1993-12-08","A","45000000","3.5000","CNY","8.500","1.428571","0.04415","0.16353","",""
"000545","1993-12-15","1993","","","1992-08-15","1993-11-12","1993-12-15","A","30000000","5.0000","CNY","8.350","0.670000","0.03310","0.11696","156.93",""
"000546","1993-12-15","1993","","","1993-07-15","1993-11-10","1993-12-15","A","27000000","4.0000","CNY","8.400","1.100000","0.01892","0.07497","549.52",""
"000547","1993-11-30","1993","","","1993-11-23","1993-10-13","1993-11-30","A","22000000","2.3800","CNY","10.200","3.285714","0.11179","0.29747","124.75","15.36"
"000548","1993-12-20","1993","","","1992-11-08","1993-10-27","1993-12-20","A","66000000","2.8800","CNY","6.600","1.291667","0.02854","0.09025","30.54",""
"000549","1993-12-20","1993","","","1993-12-17","1993-10-27","1993-12-20","A","34000000","2.2800","CNY","6.400","1.807018","0.07824","0.17387","74.37",""
"000550","1993-12-01","1993","200550","","1993-11-17","1993-10-17","1993-12-01","A","98000000","3.6000","CNY","8.800","1.444444","0.04281","0.23975","29.43","12.26"
"000551","1994-01-06","1994","","","1993-12-22","1993-11-27","1994-01-06","A","30000000","4.6000","CNY","8.950","0.945652","0.05089","0.14135","63.13",""
"000552","1994-01-06","1994","","","1993-12-16","1993-11-17","1994-01-06","A","46000000","3.0000","CNY","6.200","1.066667","0.12715","0.37173","92.89",""
"000553","1993-12-03","1993","200553","","1992-09-30","1993-10-28","1993-12-03","A","30000000","3.1000","CNY","8.350","1.693548","0.06174","0.21597","54.18",""
"000554","1993-12-15","1993","","","1993-03-30","1992-12-08","1993-12-15","A","52000000","5.0000","CNY","11.000","1.200000","0.02798","0.06376","172.79","29.45"
"000555","1994-04-08","1994","","","1993-07-15","1993-12-06","1994-04-08","A","20000000","3.0000","CNY","6.200","1.066667","0.12541","0.51828","",""
"000556","1994-05-25","1994","","","1992-12-16","1994-01-10","1994-05-25","A","25000000","5.5000","CNY","7.720","0.403636","0.07048","0.28191","",""
"000557","1994-06-17","1994","","","1993-11-15","1993-12-21","1994-06-17","A","30000000","3.9800","CNY","5.140","0.291457","0.23479","0.64350","32.72","8.58"
"000558","1994-05-09","1994","","","1988-03-31","1993-12-11","1994-05-09","A","20000000","3.6800","CNY","5.380","0.461957","0.05078","0.20314","62.58",""
"000559","1994-01-10","1994","","","1994-01-08","1993-11-17","1994-01-10","A","30000000","3.8000","CNY","8.750","1.302632","0.04893","0.19753","38.34","11.00"
"000560","1994-02-02","1994","","","1992-11-30","1993-12-03","1994-02-02","A","30000000","3.9600","CNY","5.750","0.452020","0.03857","0.15429","90.45",""
"000561","1994-05-09","1994","","","1992-09-15","1993-12-23","1994-05-09","A","50000000","4.5500","CNY","5.050","0.109890","0.04876","0.16634","14.82","4.90"
"000562","1994-02-02","1994","","","1988-03-15","1993-04-21","1994-02-02","A","50000000","2.2000","CNY","6.050","1.750000","0.01754","0.06822","1111.67",""
"000563","1994-01-10","1994","","","1984-11-27","1992-06-02","1994-01-10","A","50000000","2.0000","CNY","12.100","5.050000","0.02808","0.07282","29.78",""
"000564","1994-01-10","1994","","","1992-08-08","1992-06-01","1994-01-10","A","40000000","2.5000","CNY","11.000","3.400000","0.01497","0.05073","1371.90",""
"000565","1994-04-08","1994","","","1992-05-11","1994-02-16","1994-04-08","A","14500000","3.7000","CNY","7.250","0.959459","0.09625","0.38467","","6.10"
"000566","1994-05-25","1994","","","1992-12-31","1994-01-10","1994-05-25","A","25000000","5.8000","CNY","7.750","0.336207","0.07237","0.28948","78.48","4.05"
"000567","1994-05-25","1994","","","1992-12-30","1994-01-10","1994-05-25","A","15000000","5.9500","CNY","8.160","0.371429","0.07090","0.28358","20.91","2.96"
