"Symbol","ListedDate","ListedYear","ABSymbol","HSymbol","EstablishDate","IpoDate","CompanyListedDate","IsIPO","TotalShares","IssuePrice","CurrencyCode","ClosePrice","ReturnRate","TurnoverRate1","TurnoverRate2","PE","PB"
"002093","2006-12-15","2006","","","2000-12-29","2006-12-04","2006-12-15","A","16700000","10.1000","CNY","24.290","1.404950","0.15019","0.75038","62.83","11.79"
"002094","2006-12-15","2006","","","1997-03-03","2006-12-04","2006-12-15","A","36000000","7.6900","CNY","14.300","0.859558","0.17489","0.68993","53.36","10.53"
"002095","2006-12-15","2006","","","2003-11-07","2006-12-04","2006-12-15","A","15000000","14.0900","CNY","62.800","3.457062","0.14739","0.73697","129.84","36.05"
"002096","2006-12-22","2006","","","2001-08-10","2006-12-11","2006-12-22","A","15000000","9.3800","CNY","16.350","0.743070","0.12930","0.63311","48.23","9.00"
"002097","2006-12-22","2006","","","2001-01-19","2006-12-08","2006-12-22","A","33200000","10.0000","CNY","27.070","1.707000","0.14290","0.71331","95.03","22.15"
"002098","2006-12-22","2006","","","1992-02-17","2006-12-08","2006-12-22","A","60000000","5.3500","CNY","10.770","1.013084","0.20952","0.73808","57.45","9.49"
"002099","2006-12-26","2006","","","2004-05-13","2006-12-11","2006-12-26","A","27000000","11.5600","CNY","17.800","0.539792","0.11816","0.58531","38.40","10.52"
"002100","2006-12-26","2006","","","2000-12-28","2006-12-11","2006-12-26","A","18000000","10.8600","CNY","21.200","0.952118","0.11521","0.57603","49.39","9.59"
"002101","2006-12-29","2006","","","2000-12-22","2006-12-18","2006-12-29","A","17000000","11.4100","CNY","19.300","0.691499","0.12282","0.60509","34.71","10.16"
"002102","2006-12-29","2006","","","2002-09-28","2006-12-18","2006-12-29","A","50000000","5.9600","CNY","11.180","0.875839","0.14333","0.67886","43.74","7.14"
"002103","2007-01-10","2007","","","2001-12-20","2006-12-25","2007-01-10","A","48000000","6.6000","CNY","11.150","0.689394","0.10543","0.52148","51.10","10.51"
"002104","2007-01-10","2007","","","2000-09-28","2006-12-25","2007-01-10","A","35000000","8.4300","CNY","13.800","0.637011","0.10760","0.53802","40.60","12.50"
"002105","2007-01-12","2007","","","2003-12-15","2006-12-25","2007-01-12","A","68000000","3.4000","CNY","8.850","1.602941","0.15826","0.77965","78.09","9.15"
"002106","2007-01-12","2007","","","2000-10-31","2006-12-25","2007-01-12","A","48800000","20.0000","CNY","31.680","0.584000","0.08970","0.44851","27.81","12.67"
"002107","2007-01-24","2007","","","2003-03-25","2007-01-10","2007-01-24","A","18000000","10.8500","CNY","21.050","0.940092","0.13265","0.64474","51.81","13.27"
"002108","2007-01-24","2007","","","2001-07-08","2007-01-10","2007-01-24","A","18000000","10.1600","CNY","18.700","0.840551","0.12713","0.60696","42.94","9.81"
"002109","2007-01-26","2007","","","1997-08-29","2007-01-11","2007-01-26","A","40000000","10.8000","CNY","16.310","0.510185","0.10619","0.53094","31.63","8.84"
"002110","2007-01-26","2007","","","2001-12-26","2007-01-11","2007-01-26","A","100000000","6.0000","CNY","10.540","0.756667","0.09877","0.66014","44.39","3.72"
"002111","2007-01-26","2007","","","2002-08-30","2007-01-16","2007-01-26","A","21500000","8.7000","CNY","33.000","2.793103","0.14817","0.74000","112.61","32.03"
"002112","2007-02-08","2007","","","2001-12-29","2007-01-26","2007-02-08","A","20000000","9.8000","CNY","17.590","0.794898","0.12751","0.63755","57.14","9.52"
"002113","2007-02-08","2007","","","1989-04-02","2007-01-26","2007-02-08","A","22000000","8.0800","CNY","14.900","0.844059","0.16750","0.70428","51.24","4.85"
"002114","2007-02-15","2007","","","2000-12-21","2007-02-01","2007-02-15","A","30000000","10.0800","CNY","30.940","2.069444","0.14674","0.73183","36.88","14.67"
"002115","2007-02-15","2007","","","2004-03-18","2007-02-01","2007-02-15","A","20000000","9.1500","CNY","19.650","1.147541","0.12319","0.61597","58.20","14.42"
"002116","2007-02-15","2007","","","2002-12-02","2007-02-05","2007-02-15","A","29000000","6.8800","CNY","19.160","1.784884","0.13890","0.68252","70.97","12.75"
"002117","2007-03-02","2007","","","2002-12-30","2007-02-08","2007-03-02","A","30000000","10.2800","CNY","16.880","0.642023","0.07936","0.38973","38.27","10.66"
"002118","2007-03-02","2007","","","2001-02-23","2007-02-08","2007-03-02","A","20000000","9.5600","CNY","16.800","0.757322","0.08810","0.43998","40.20","10.44"
"002119","2007-03-02","2007","","","2002-10-28","2007-02-08","2007-03-02","A","25000000","11.1000","CNY","21.950","0.977477","0.12766","0.61978","50.32","11.71"
"002120","2007-03-06","2007","","","2003-01-17","2007-02-12","2007-03-06","A","17000000","10.2200","CNY","28.500","1.788650","0.13256","0.66281","67.54","16.70"
"002121","2007-03-06","2007","","","2000-11-30","2007-02-12","2007-03-06","A","15000000","11.0000","CNY","28.260","1.569091","0.13368","0.66838","49.16","10.27"
"002122","2007-03-28","2007","","","2002-11-18","2007-03-16","2007-03-28","A","34000000","29.0000","CNY","70.010","1.414138","0.14866","0.74330","50.36","24.39"
"002123","2007-03-28","2007","","","1998-11-19","2007-03-16","2007-03-28","A","16000000","18.9000","CNY","51.900","1.746032","0.14291","0.71457","65.89","22.42"
"002124","2007-04-03","2007","","","2001-04-30","2007-03-19","2007-04-03","A","18500000","10.2500","CNY","23.880","1.329756","0.14092","0.65224","66.34","16.10"
"002125","2007-04-03","2007","","","2000-09-30","2007-03-19","2007-04-03","A","25000000","6.5000","CNY","21.600","2.323077","0.20657","0.77878","97.49","11.41"
"002126","2007-04-18","2007","","","1999-03-10","2007-04-05","2007-04-18","A","30000000","8.3800","CNY","20.440","1.439141","0.13183","0.54930","64.39","11.57"
"002127","2007-04-18","2007","","","1999-07-12","2007-04-06","2007-04-18","A","30000000","9.4000","CNY","20.820","1.214894","0.12496","0.60690","50.18","12.50"
"002128","2007-04-18","2007","","","2001-12-18","2007-04-06","2007-04-18","A","78000000","9.8000","CNY","26.300","1.683673","0.06333","0.66393","43.53","16.05"
"002129","2007-04-20","2007","","","1999-12-27","2007-04-06","2007-04-20","A","100000000","5.8100","CNY","17.370","1.989673","0.14277","0.64721","85.42","15.41"
"002130","2007-04-20","2007","","","1998-06-19","2007-04-06","2007-04-20","A","14000000","15.7200","CNY","52.500","2.339695","0.13248","0.64289","76.80","24.97"
"002131","2007-04-27","2007","","","2001-05-21","2007-04-13","2007-04-27","A","19000000","13.6900","CNY","29.780","1.175310","0.12759","0.63192","61.07","19.11"
"002132","2007-04-27","2007","","","1995-07-12","2007-04-13","2007-04-27","A","41000000","8.0000","CNY","16.990","1.123750","0.11508","0.57219","52.08","11.69"
"002133","2007-04-27","2007","","","2004-10-18","2007-04-18","2007-04-27","A","63000000","10.8000","CNY","19.000","0.759259","0.09791","0.48429","52.44","12.79"
"002134","2007-05-16","2007","","","2005-12-08","2007-04-24","2007-05-16","A","50000000","8.2800","CNY","17.800","1.149758","0.10647","0.52350","64.21","14.38"
"002135","2007-05-30","2007","","","2001-12-29","2007-05-09","2007-05-30","A","50000000","9.6000","CNY","24.450","1.546875","0.13251","0.66254","54.02","13.02"
"002136","2007-05-30","2007","","","2005-03-23","2007-05-21","2007-05-30","A","20000000","8.0800","CNY","28.100","2.477723","0.14080","0.69451","105.25","29.42"
"002137","2007-06-13","2007","","","1998-06-05","2007-05-31","2007-06-13","A","33400000","10.3000","CNY","32.150","2.121359","0.15303","0.76401","93.25","27.47"
"002138","2007-06-13","2007","","","2005-09-21","2007-06-01","2007-06-13","A","24000000","13.6000","CNY","34.300","1.522059","0.13901","0.68055","72.52","24.85"
"002139","2007-06-29","2007","","","2002-08-16","2007-06-20","2007-06-29","A","20000000","10.4800","CNY","60.000","4.725191","0.23704","0.81850","161.84","35.84"
"002140","2007-07-12","2007","","","2001-07-18","2007-07-03","2007-07-12","A","18000000","20.0000","CNY","49.520","1.476000","0.12977","0.64706","68.03","16.57"
"002141","2007-07-20","2007","","","2002-10-10","2007-07-12","2007-07-20","A","20300000","8.5100","CNY","25.350","1.978848","0.12491","0.62456","82.75","15.30"
"002142","2007-07-19","2007","","","1997-04-10","2007-07-12","2007-07-19","A","450000000","9.2000","CNY","22.130","1.405435","0.07895","0.67475","87.53","17.31"
"002143","2007-07-20","2007","","","2003-08-22","2007-07-12","2007-07-20","A","27000000","10.1500","CNY","30.040","1.959606","0.14722","0.72927","86.82","16.16"
"002144","2007-08-03","2007","","","2001-09-17","2007-07-23","2007-08-03","A","27000000","5.4300","CNY","34.650","5.381215","0.15625","0.77649","162.08","26.75"
"002145","2007-08-03","2007","","","2001-02-23","2007-07-23","2007-08-03","A","60000000","5.5800","CNY","33.530","5.008961","0.18873","0.74704","151.72","17.40"
"002146","2007-08-08","2007","","","2003-01-20","2007-07-24","2007-08-08","A","70000000","12.9300","CNY","50.800","2.928848","0.08810","0.62932","117.30","34.19"
"002147","2007-08-08","2007","","","2003-07-25","2007-07-24","2007-08-08","A","24000000","8.1200","CNY","47.000","4.788177","0.14281","0.69917","144.37","55.59"
"002148","2007-08-10","2007","","","2001-12-20","2007-07-26","2007-08-10","A","12600000","18.0000","CNY","65.600","2.644444","0.13141","0.65704","104.71","30.54"
"002149","2007-08-10","2007","","","2000-12-28","2007-07-26","2007-08-10","A","23000000","8.4800","CNY","43.710","4.154481","0.14015","0.69631","117.60","23.16"
"002150","2007-08-10","2007","","","2002-10-28","2007-07-26","2007-08-10","A","18000000","13.9800","CNY","45.000","2.218884","0.13091","0.64989","73.83","26.46"
"002151","2007-08-13","2007","","","2000-09-25","2007-07-30","2007-08-13","A","13500000","12.1800","CNY","58.550","3.807061","0.14546","0.72054","131.78","48.92"
"002152","2007-08-13","2007","","","2005-10-18","2007-07-30","2007-08-13","A","36000000","16.8800","CNY","78.280","3.637441","0.15312","0.75796","123.72","46.11"
"002153","2007-08-13","2007","","","1998-02-06","2007-07-30","2007-08-13","A","14000000","21.5000","CNY","83.310","2.874884","0.12380","0.61902","80.94","31.54"
"002154","2007-08-16","2007","","","2001-06-20","2007-08-01","2007-08-16","A","24000000","12.6000","CNY","48.000","2.809524","0.14207","0.71034","109.29","25.46"
"002155","2007-08-16","2007","","","2000-12-25","2007-08-01","2007-08-16","A","98000000","12.5000","CNY","66.000","4.280000","0.13115","0.65410","177.28","44.41"
"002156","2007-08-16","2007","","","1994-02-04","2007-08-01","2007-08-16","A","67000000","8.8200","CNY","31.400","2.560091","0.13220","0.65851","93.90","23.52"
"002157","2007-08-17","2007","","","2004-04-23","2007-08-03","2007-08-17","A","19000000","11.0900","CNY","40.140","2.619477","0.12874","0.63773","86.12","18.43"
"002158","2007-08-17","2007","","","1998-01-07","2007-08-03","2007-08-17","A","38000000","9.0800","CNY","33.000","2.634361","0.12760","0.63172","118.66","33.64"
"002159","2007-08-17","2007","","","1989-09-05","2007-08-06","2007-08-17","A","30000000","5.6800","CNY","27.310","3.808099","0.18606","0.55129","116.52","9.19"
"002160","2007-08-21","2007","","","2004-06-02","2007-08-07","2007-08-21","A","42500000","6.9800","CNY","33.900","3.856734","0.14351","0.71757","145.43","17.61"
"002161","2007-08-21","2007","","","2003-12-10","2007-08-07","2007-08-21","A","16100000","13.3000","CNY","57.100","3.293233","0.13359","0.66585","110.06","24.25"
"002162","2007-08-23","2007","","","2002-01-15","2007-08-07","2007-08-23","A","95000000","5.0800","CNY","16.030","2.155512","0.12897","0.64483","86.30","13.59"
"002163","2007-08-23","2007","","","1995-06-22","2007-08-09","2007-08-23","A","34000000","8.1500","CNY","23.940","1.937423","0.12802","0.64010","80.55","13.35"
"002164","2007-08-23","2007","","","2006-01-20","2007-08-08","2007-08-23","A","30000000","8.2000","CNY","31.780","2.875610","0.13736","0.68681","90.37","22.34"
"002165","2007-09-13","2007","","","1994-06-23","2007-08-27","2007-09-13","A","19000000","12.0900","CNY","48.040","2.973532","0.16282","0.80340","110.98","24.02"
"002166","2007-09-13","2007","","","2004-12-16","2007-09-03","2007-09-13","A","16500000","9.8900","CNY","37.300","2.771486","0.15919","0.78108","108.32","30.49"
"002167","2007-09-13","2007","","","2000-09-26","2007-09-03","2007-09-13","A","12500000","8.9100","CNY","53.110","4.960718","0.15771","0.78854","140.22","27.73"
"002168","2007-09-19","2007","","","2003-01-06","2007-09-07","2007-09-19","A","13000000","19.1300","CNY","50.800","1.655515","0.11434","0.55049","61.13","12.70"
"002169","2007-09-19","2007","","","2005-12-21","2007-09-07","2007-09-19","A","18000000","9.3100","CNY","33.110","2.556391","0.12330","0.59152","94.58","20.49"
"002170","2007-09-19","2007","","","2001-07-25","2007-09-07","2007-09-19","A","24000000","10.1600","CNY","29.200","1.874016","0.12365","0.60536","70.30","13.15"
"002171","2007-09-21","2007","","","2002-10-10","2007-09-10","2007-09-21","A","35000000","11.6600","CNY","42.000","2.602058","0.11772","0.57116","111.25","34.52"
"002172","2007-09-21","2007","","","2001-10-22","2007-09-10","2007-09-21","A","44000000","14.8500","CNY","40.180","1.705724","0.13310","0.65793","51.20","15.35"
"002173","2007-09-25","2007","","","2003-09-30","2007-09-17","2007-09-25","A","17000000","11.3000","CNY","37.600","2.327434","0.16353","0.80562","83.17","18.78"
"002174","2007-09-25","2007","","","2005-12-28","2007-09-17","2007-09-25","A","21000000","5.6800","CNY","17.000","1.992958","0.14048","0.69354","81.42","15.86"
"002175","2007-10-12","2007","","","2001-12-29","2007-09-24","2007-10-12","A","14500000","11.0900","CNY","52.030","3.691614","0.14271","0.70040","141.46","27.43"
"002176","2007-10-12","2007","","","1991-11-26","2007-09-24","2007-10-12","A","17000000","11.8000","CNY","51.500","3.364407","0.14136","0.70449","129.86","29.85"
"002177","2007-11-01","2007","","","2001-04-26","2007-10-22","2007-11-01","A","19000000","13.7900","CNY","64.880","3.704859","0.16557","0.81225","139.11","44.65"
"002178","2007-11-01","2007","","","2001-12-04","2007-10-22","2007-11-01","A","20000000","7.8900","CNY","26.250","2.326996","0.14784","0.73921","86.45","19.07"
"002179","2007-11-01","2007","","","2002-12-31","2007-10-18","2007-11-01","A","30000000","16.1900","CNY","45.560","1.814083","0.14127","0.70045","81.82","16.57"
"002180","2007-11-13","2007","","","2004-08-18","2007-10-29","2007-11-13","A","14000000","13.8800","CNY","36.580","1.635447","0.16007","0.79389","55.13","18.96"
"002181","2007-11-16","2007","","","1992-12-28","2007-11-05","2007-11-16","A","70000000","7.4900","CNY","23.000","2.070761","0.07198","0.44110","96.32","7.97"
"002182","2007-11-13","2007","","","1993-11-30","2007-10-31","2007-11-13","A","48000000","10.7900","CNY","21.640","1.005561","0.14175","0.70877","57.69","15.98"
"002183","2007-11-13","2007","","","2004-03-30","2007-10-31","2007-11-13","A","31000000","24.8900","CNY","52.520","1.110084","0.15392","0.76693","61.74","34.29"
"002184","2007-11-16","2007","","","1994-03-15","2007-11-05","2007-11-16","A","28000000","12.9000","CNY","23.780","0.843411","0.14806","0.72708","54.84","13.34"
"002185","2007-11-20","2007","","","2003-12-25","2007-11-06","2007-11-20","A","44000000","10.5500","CNY","21.620","1.049289","0.15372","0.75986","61.05","13.47"
"002186","2007-11-20","2007","","","1994-06-16","2007-11-05","2007-11-20","A","36000000","11.3900","CNY","42.300","2.713784","0.17715","0.87074","103.18","21.75"
"002187","2007-11-22","2007","","","2002-04-30","2007-11-08","2007-11-22","A","40000000","11.6800","CNY","38.900","2.330479","0.16209","0.81046","85.00","20.73"
"002188","2007-11-22","2007","","","2006-11-22","2007-11-08","2007-11-22","A","20000000","10.0700","CNY","24.630","1.445879","0.15283","0.76416","67.51","17.30"
"002189","2007-12-03","2007","","","1995-04-05","2007-11-15","2007-12-03","A","50000000","5.1000","CNY","11.050","1.166667","0.14362","0.71538","64.52","11.99"
"002190","2007-12-03","2007","","","2000-12-06","2007-11-15","2007-12-03","A","27000000","9.9000","CNY","18.500","0.868687","0.14678","0.72988","55.86","8.08"
"002191","2007-12-05","2007","","","1996-10-14","2007-11-21","2007-12-05","A","67500000","17.7800","CNY","30.900","0.737908","0.12878","0.63794","43.57","13.62"
"002192","2007-12-05","2007","","","1998-08-21","2007-11-21","2007-12-05","A","15200000","9.2900","CNY","22.750","1.448870","0.14319","0.71476","66.65","17.01"
"002193","2007-12-07","2007","","","1993-12-28","2007-11-26","2007-12-07","A","20000000","13.0700","CNY","24.620","0.883703","0.12026","0.60131","54.86","7.31"
"002194","2007-12-07","2007","","","2002-12-31","2007-11-26","2007-12-07","A","53800000","21.1000","CNY","43.520","1.062559","0.13716","0.68134","53.20","24.44"
"002195","2007-12-12","2007","","","2001-07-24","2007-11-30","2007-12-12","A","14500000","10.4900","CNY","35.050","2.341277","0.15947","0.78912","99.32","25.82"
"002196","2007-12-12","2007","","","2001-12-20","2007-11-30","2007-12-12","A","20000000","7.4800","CNY","23.520","2.144385","0.16117","0.77714","76.55","14.48"
"002197","2007-12-18","2007","","","2006-12-06","2007-12-04","2007-12-18","A","22000000","11.2800","CNY","31.200","1.765957","0.13508","0.67101","71.60","32.12"
"002198","2007-12-18","2007","","","2005-06-01","2007-12-06","2007-12-18","A","20500000","5.9900","CNY","22.000","2.672788","0.14004","0.70022","81.58","21.83"
"002199","2007-12-21","2007","","","1999-04-23","2007-12-10","2007-12-21","A","16000000","8.8000","CNY","23.810","1.705682","0.14112","0.68353","64.95","15.10"
"002200","2007-12-21","2007","","","2001-03-28","2007-12-07","2007-12-21","A","21000000","16.4900","CNY","45.820","1.778654","0.13845","0.69172","81.71","14.81"
"002201","2007-12-26","2007","","","1994-06-30","2007-12-11","2007-12-26","A","20000000","10.1900","CNY","33.800","2.316977","0.16017","0.80085","98.56","20.54"
"002202","2007-12-26","2007","","02208","2001-03-26","2007-12-14","2007-12-26","A","50000000","36.0000","CNY","131.000","2.638889","0.05084","0.63554","204.95","108.30"
"002203","2008-01-16","2008","","","2001-10-29","2008-01-03","2008-01-16","A","55000000","11.1700","CNY","30.150","1.699194","0.07678","0.69814","71.14","20.14"
"002204","2008-01-16","2008","","","1999-07-13","2008-01-03","2008-01-16","A","54000000","10.7800","CNY","31.200","1.894249","0.14477","0.71713","127.78","47.78"
"002205","2008-01-23","2008","","","2001-08-30","2008-01-09","2008-01-23","A","20000000","7.6900","CNY","32.050","3.167750","0.15544","0.77718","217.52","20.35"
"002206","2008-01-23","2008","","","2001-05-21","2008-01-10","2008-01-23","A","32000000","14.6900","CNY","33.010","1.247107","0.14680","0.71681","57.11","15.27"
"002207","2008-01-28","2008","","","2003-12-29","2008-01-17","2008-01-28","A","25000000","7.8500","CNY","25.350","2.229299","0.15029","0.74736","96.58","16.17"
"002208","2008-01-28","2008","","","1999-09-07","2008-01-17","2008-01-28","A","26700000","15.6000","CNY","28.000","0.794872","0.13851","0.69190","44.56","8.00"
"002209","2008-01-30","2008","","","2006-12-13","2008-01-21","2008-01-30","A","29000000","4.2400","CNY","21.350","4.035377","0.17843","0.87679","96.24","16.68"
"002210","2008-01-30","2008","","","1998-07-09","2008-01-21","2008-01-30","A","35000000","7.7900","CNY","27.590","2.541720","0.16883","0.82005","100.97","34.61"
"002211","2008-02-01","2008","","","2002-04-24","2008-01-23","2008-02-01","A","61000000","10.4900","CNY","18.350","0.749285","0.10937","0.54211","78.53","21.07"
"002212","2008-02-01","2008","","","1985-08-30","2008-01-22","2008-02-01","A","38000000","15.1200","CNY","27.710","0.832672","0.15305","0.76019","39.94","12.88"
"002213","2008-02-01","2008","","","2000-10-25","2008-01-22","2008-02-01","A","26000000","4.7000","CNY","13.380","1.846809","0.14333","0.70976","78.79","17.00"
"002214","2008-02-18","2008","","","2001-07-19","2008-01-28","2008-02-18","A","25000000","6.8000","CNY","25.400","2.735294","0.15263","0.76313","67.13","17.01"
"002215","2008-02-18","2008","","","2005-11-22","2008-01-28","2008-02-18","A","30000000","9.9500","CNY","39.000","2.919598","0.15880","0.79401","67.69","25.56"
"002216","2008-02-20","2008","","","2001-06-28","2008-01-30","2008-02-20","A","23500000","21.5900","CNY","54.370","1.518296","0.15797","0.78564","70.05","16.89"
"002217","2008-02-20","2008","","","2003-04-30","2008-01-31","2008-02-20","A","31000000","11.3900","CNY","28.350","1.489025","0.14808","0.73969","59.96","17.86"
"002218","2008-02-28","2008","","","2007-02-16","2008-02-13","2008-02-28","A","40000000","10.7900","CNY","51.620","3.784059","0.16757","0.83786","108.26","40.92"
"002219","2008-03-06","2008","","","2001-09-30","2008-02-21","2008-03-06","A","23400000","6.1800","CNY","27.820","3.501618","0.16505","0.82347","76.88","18.21"
"002220","2008-02-28","2008","","","1997-09-25","2008-02-15","2008-02-28","A","18000000","17.0700","CNY","46.110","1.701230","0.16362","0.79537","67.68","19.02"
"002221","2008-03-06","2008","","","1996-04-22","2008-02-22","2008-03-06","A","56000000","5.6900","CNY","17.660","2.103691","0.16235","0.80452","91.00","18.75"
"002222","2008-03-19","2008","","","2001-10-31","2008-03-05","2008-03-19","A","47500000","7.7900","CNY","20.800","1.670090","0.15390","0.76948","63.92","18.16"
"002223","2008-04-18","2008","","","2007-06-28","2008-04-08","2008-04-18","A","26000000","9.4800","CNY","14.300","0.508439","0.15036","0.74455","38.26","10.72"
"002224","2008-04-25","2008","","","2002-11-11","2008-04-15","2008-04-25","A","19000000","9.3800","CNY","24.800","1.643923","0.17239","0.83925","75.25","13.04"
"002225","2008-04-25","2008","","","2002-01-28","2008-04-15","2008-04-25","A","60000000","4.7900","CNY","15.000","2.131524","0.10936","0.91485","70.48","14.59"
"002226","2008-05-06","2008","","","2005-12-28","2008-04-22","2008-05-06","A","13500000","12.6000","CNY","26.250","1.083333","0.17256","0.86007","55.53","13.82"
"002227","2008-05-06","2008","","","1998-02-20","2008-04-22","2008-05-06","A","27500000","14.3700","CNY","27.320","0.901183","0.17154","0.84663","53.47","18.48"
"002228","2008-05-08","2008","","","2007-01-30","2008-04-22","2008-05-08","A","25000000","10.1500","CNY","17.000","0.674877","0.15496","0.77480","43.32","11.94"
"002229","2008-05-08","2008","","","1999-06-15","2008-04-22","2008-05-08","A","20000000","13.8800","CNY","23.240","0.674352","0.16447","0.82234","39.08","12.03"
"002230","2008-05-12","2008","","","1999-12-30","2008-04-25","2008-05-12","A","26800000","12.6600","CNY","30.310","1.394155","0.16995","0.84947","60.65","18.89"
"002231","2008-05-12","2008","","","2000-12-21","2008-04-25","2008-05-12","A","27000000","8.4600","CNY","14.400","0.702128","0.16670","0.82579","","10.65"
"002232","2008-05-09","2008","","","2004-04-19","2008-04-25","2008-05-09","A","32000000","9.4400","CNY","17.550","0.859110","0.16684","0.82847","47.63","13.62"
"002233","2008-05-16","2008","","","2007-04-28","2008-05-06","2008-05-16","A","100000000","10.0300","CNY","16.330","0.628116","0.16348","0.81739","39.09","9.13"
"002234","2008-05-16","2008","","","1997-05-26","2008-05-06","2008-05-16","A","27000000","10.6100","CNY","33.100","2.119698","0.17654","0.87863","39.93","11.61"
"002235","2008-05-16","2008","","","2007-05-25","2008-05-06","2008-05-16","A","25000000","10.9100","CNY","18.000","0.649863","0.15976","0.79880","39.45","12.11"
"002236","2008-05-20","2008","","","2001-03-12","2008-05-08","2008-05-20","A","16800000","24.2400","CNY","42.010","0.733086","0.14847","0.73795","32.72","12.24"
"002237","2008-05-20","2008","","","1997-06-26","2008-05-08","2008-05-20","A","24000000","25.9800","CNY","54.810","1.109700","0.16343","0.81546","55.30","17.96"
"002238","2008-05-26","2008","","","1995-07-18","2008-05-12","2008-05-26","A","67000000","6.9800","CNY","18.100","1.593123","0.17616","0.87753","68.62","7.11"
"002239","2008-05-22","2008","","","2002-06-13","2008-05-12","2008-05-22","A","34000000","9.3300","CNY","14.600","0.564845","0.15864","0.78156","26.83","9.59"
"002240","2008-05-23","2008","","","2001-12-29","2008-05-13","2008-05-23","A","76690000","15.7000","CNY","20.440","0.301911","0.14018","0.70074","36.87","10.94"
"002241","2008-05-22","2008","","","2001-06-25","2008-05-14","2008-05-22","A","30000000","18.7800","CNY","31.060","0.653887","0.16104","0.80519","44.50","20.44"
"002242","2008-05-28","2008","","","2007-09-19","2008-05-16","2008-05-28","A","67000000","22.5400","CNY","46.010","1.041260","0.16654","0.82958","33.87","26.62"
"002243","2008-05-28","2008","","","2007-04-29","2008-05-16","2008-05-28","A","40500000","7.7800","CNY","11.400","0.465296","0.14733","0.73343","41.84","12.68"
"002244","2008-05-29","2008","","","2006-12-06","2008-05-19","2008-05-29","A","60000000","20.3100","CNY","24.300","0.196455","0.06931","0.75091","27.78","9.62"
"002245","2008-06-05","2008","","","2002-09-30","2008-05-26","2008-06-05","A","15200000","16.3800","CNY","22.500","0.373626","0.16078","0.80390","38.23","10.04"
"002246","2008-06-05","2008","","","2002-08-23","2008-05-27","2008-06-05","A","49500000","6.9500","CNY","11.380","0.637410","0.16544","0.82675","43.82","9.39"
"002247","2008-06-12","2008","","","2007-06-18","2008-05-28","2008-06-12","A","16800000","16.0500","CNY","18.800","0.171340","0.16703","0.83019","32.27","10.60"
"002248","2008-06-12","2008","","","2002-03-04","2008-06-03","2008-06-12","A","30000000","9.8000","CNY","16.010","0.633673","0.17011","0.85053","43.13","9.46"
"002249","2008-06-19","2008","","","2006-06-23","2008-06-05","2008-06-19","A","32000000","25.6000","CNY","27.560","0.076563","0.17438","0.85829","23.22","14.28"
"002250","2008-06-19","2008","","","2001-08-29","2008-06-05","2008-06-19","A","32300000","10.5200","CNY","13.150","0.250000","0.16808","0.84002","29.02","6.85"
"002251","2008-06-19","2008","","","2003-12-11","2008-06-06","2008-06-19","A","35000000","26.0800","CNY","42.300","0.621933","0.16852","0.81360","45.87","14.19"
"002252","2008-06-23","2008","","","1988-10-29","2008-06-11","2008-06-23","A","40000000","12.8100","CNY","20.690","0.615144","0.17202","0.86011","40.55","19.47"
"002253","2008-06-23","2008","","","2000-11-22","2008-06-11","2008-06-23","A","13000000","14.7500","CNY","18.200","0.233898","0.16761","0.83806","36.14","5.51"
"002254","2008-06-25","2008","","","1993-05-20","2008-06-16","2008-06-25","A","32000000","18.5900","CNY","29.850","0.605702","0.17612","0.86338","9.45","3.49"
"002255","2008-06-25","2008","","","2007-04-23","2008-06-16","2008-06-25","A","27700000","10.4600","CNY","19.960","0.908222","0.17645","0.88144","31.53","11.19"
"002256","2008-06-25","2008","","","1995-11-20","2008-06-16","2008-06-25","A","22000000","12.5600","CNY","16.600","0.321656","0.17262","0.85328","36.05","13.73"
"002258","2008-07-08","2008","","","1993-02-24","2008-06-26","2008-07-08","A","34000000","16.0600","CNY","22.300","0.388543","0.15436","0.76593","28.12","14.39"
"002259","2008-07-16","2008","","","2005-12-26","2008-07-07","2008-07-16","A","55000000","4.5600","CNY","8.890","0.949561","0.17799","0.86974","52.62","7.58"
"002260","2008-07-16","2008","","","2006-08-30","2008-07-07","2008-07-16","A","30000000","6.6600","CNY","12.160","0.825826","0.17780","0.88898","35.46","9.63"
"002261","2008-07-23","2008","","","2001-05-31","2008-07-14","2008-07-23","A","20000000","15.3700","CNY","31.000","1.016916","0.17848","0.89091","31.90","12.75"
"002262","2008-07-23","2008","","","2007-04-29","2008-07-14","2008-07-23","A","30000000","5.6800","CNY","14.050","1.473592","0.17635","0.88173","64.06","11.06"
"002263","2008-07-28","2008","","","2000-06-08","2008-07-18","2008-07-28","A","64000000","5.2800","CNY","9.250","0.751894","0.16803","0.80422","40.04","4.29"
"002264","2008-07-31","2008","","","2004-05-17","2008-07-21","2008-07-31","A","26800000","12.0000","CNY","31.310","1.609167","0.18708","0.93259","45.98","19.51"
"002265","2008-08-06","2008","","","2005-03-28","2008-07-25","2008-08-06","A","73000000","2.8800","CNY","5.750","0.996528","0.17121","0.85319","53.82","5.50"
"002266","2008-08-06","2008","","","2004-03-26","2008-07-25","2008-08-06","A","35800000","14.2900","CNY","23.620","0.652904","0.17355","0.86771","41.97","15.01"
