"Markettype","Trdmnt","Cmretwdeq","Cmretmdeq","Cmretwdos","Cmretmdos","Cmretwdtl","Cmretmdtl","Cmnstkcal","Cmmvosd","Cmmvttl"
"63","2014-10","0.020095","0.020087","0.021980","0.021975","0.020354","0.020349","2500","24034469728.17","29002213320.63"
"37","2014-10","0.023014","0.023004","0.023570","0.023564","0.022050","0.022045","2039","22633306721.51","26763259206.10"
"47","2014-10","0.021585","0.021575","0.023320","0.023314","0.021757","0.021752","2137","22783289954.29","26947705706.19"
"53","2014-10","0.021251","0.021242","0.022208","0.022202","0.020616","0.020612","2402","23884486495.39","28817766820.54"
"69","2014-10","0.023014","0.023004","0.023570","0.023564","0.022050","0.022045","2039","22633306721.51","26763259206.10"
"79","2014-10","0.021585","0.021575","0.023320","0.023314","0.021757","0.021752","2137","22783289954.29","26947705706.19"
"85","2014-10","0.021251","0.021242","0.022208","0.022202","0.020616","0.020612","2402","23884486495.39","28817766820.54"
"95","2014-10","0.020095","0.020087","0.021980","0.021975","0.020354","0.020349","2500","24034469728.17","29002213320.63"
"101","2014-10","0.023014","0.023004","0.023570","0.023564","0.022050","0.022045","2039","22633306721.51","26763259206.10"
"111","2014-10","0.021585","0.021575","0.023320","0.023314","0.021757","0.021752","2137","22783289954.29","26947705706.19"
"117","2014-10","0.021251","0.021242","0.022208","0.022202","0.020616","0.020612","2402","23884486495.39","28817766820.54"
"127","2014-10","0.020095","0.020087","0.021980","0.021975","0.020354","0.020349","2500","24034469728.17","29002213320.63"
"33","2014-10","0.028260","0.028259","0.026438","0.026438","0.025506","0.025507","922","15615092839.32","17486424300.17"
"20","2014-10","0.016763","0.016750","0.014296","0.014280","0.013128","0.013115","1480","8269393656.07","11331342520.37"
"10","2014-11","0.036773","0.038042","0.033258","0.034967","0.021760","0.023159","98","155707610.40","188109793.58"
"5","2014-11","0.063455","0.063542","0.095712","0.095701","0.091405","0.091431","2044","24952369845.90","29448693375.10"
"15","2014-11","0.062229","0.062371","0.095298","0.095299","0.090929","0.090964","2142","25108077456.30","29636803168.68"
"21","2014-11","0.066668","0.066741","0.093638","0.093627","0.089681","0.089705","2411","26270320867.54","31617507175.71"
"31","2014-11","0.065496","0.065616","0.093259","0.093259","0.089249","0.089282","2509","26426028477.94","31805616969.29"
"63","2014-11","0.065496","0.065616","0.093259","0.093259","0.089249","0.089282","2509","26426028477.94","31805616969.29"
"37","2014-11","0.063455","0.063542","0.095712","0.095701","0.091405","0.091431","2044","24952369845.90","29448693375.10"
"47","2014-11","0.062229","0.062371","0.095298","0.095299","0.090929","0.090964","2142","25108077456.30","29636803168.68"
"53","2014-11","0.066668","0.066741","0.093638","0.093627","0.089681","0.089705","2411","26270320867.54","31617507175.71"
"69","2014-11","0.063455","0.063542","0.095712","0.095701","0.091405","0.091431","2044","24952369845.90","29448693375.10"
"79","2014-11","0.062229","0.062371","0.095298","0.095299","0.090929","0.090964","2142","25108077456.30","29636803168.68"
"85","2014-11","0.066668","0.066741","0.093638","0.093627","0.089681","0.089705","2411","26270320867.54","31617507175.71"
"95","2014-11","0.065496","0.065616","0.093259","0.093259","0.089249","0.089282","2509","26426028477.94","31805616969.29"
"101","2014-11","0.063455","0.063542","0.095712","0.095701","0.091405","0.091431","2044","24952369845.90","29448693375.10"
"111","2014-11","0.062229","0.062371","0.095298","0.095299","0.090929","0.090964","2142","25108077456.30","29636803168.68"
"117","2014-11","0.066668","0.066741","0.093638","0.093627","0.089681","0.089705","2411","26270320867.54","31617507175.71"
"127","2014-11","0.065496","0.065616","0.093259","0.093259","0.089249","0.089282","2509","26426028477.94","31805616969.29"
"33","2014-11","0.080136","0.080333","0.112896","0.112881","0.111865","0.111906","920","17446199738.20","19562879373.38"
"20","2014-11","0.058077","0.058074","0.057283","0.057281","0.055431","0.055428","1491","8822642941.24","12054627802.33"
"10","2014-12","0.015952","0.015952","0.040783","0.040783","0.029485","0.029485","95","156693551.07","188264040.56"
"5","2014-12","-0.010609","-0.010604","0.165543","0.165543","0.147743","0.147743","2076","29639583228.60","34481603905.64"
"15","2014-12","-0.009439","-0.009434","0.164797","0.164797","0.147016","0.147016","2171","29796276779.67","34669867946.20"
"21","2014-12","-0.030531","-0.030526","0.151617","0.151618","0.129006","0.129006","2456","30873856747.35","36522931238.69"
"31","2014-12","-0.028785","-0.028780","0.150989","0.150989","0.128437","0.128437","2551","31030550298.42","36711195279.25"
"63","2014-12","-0.028785","-0.028780","0.150989","0.150989","0.128437","0.128437","2551","31030550298.42","36711195279.25"
"37","2014-12","-0.010609","-0.010604","0.165543","0.165543","0.147743","0.147743","2076","29639583228.60","34481603905.64"
"47","2014-12","-0.009439","-0.009434","0.164797","0.164797","0.147016","0.147016","2171","29796276779.67","34669867946.20"
"53","2014-12","-0.030531","-0.030526","0.151617","0.151618","0.129006","0.129006","2456","30873856747.35","36522931238.69"
"69","2014-12","-0.010609","-0.010604","0.165543","0.165543","0.147743","0.147743","2076","29639583228.60","34481603905.64"
"79","2014-12","-0.009439","-0.009434","0.164797","0.164797","0.147016","0.147016","2171","29796276779.67","34669867946.20"
"85","2014-12","-0.030531","-0.030526","0.151617","0.151618","0.129006","0.129006","2456","30873856747.35","36522931238.69"
"95","2014-12","-0.028785","-0.028780","0.150989","0.150989","0.128437","0.128437","2551","31030550298.42","36711195279.25"
"101","2014-12","-0.010609","-0.010604","0.165543","0.165543","0.147743","0.147743","2076","29639583228.60","34481603905.64"
"111","2014-12","-0.009439","-0.009434","0.164797","0.164797","0.147016","0.147016","2171","29796276779.67","34669867946.20"
"117","2014-12","-0.030531","-0.030526","0.151617","0.151618","0.129006","0.129006","2456","30873856747.35","36522931238.69"
"127","2014-12","-0.028785","-0.028780","0.150989","0.150989","0.128437","0.128437","2551","31030550298.42","36711195279.25"
"33","2014-12","0.034285","0.034283","0.219892","0.219892","0.209361","0.209358","948","21829615551.05","24277148005.74"
"20","2014-12","-0.071431","-0.071423","0.014633","0.014634","-0.003341","-0.003339","1508","9044241196.30","12245783232.95"
"10","2015-01","0.021801","0.021801","0.019885","0.019885","0.015487","0.015487","98","164481542.57","195934943.98"
"5","2015-01","0.072194","0.072192","0.007826","0.007830","0.014281","0.014285","2073","29964596490.09","35208934499.72"
"15","2015-01","0.069903","0.069900","0.007891","0.007896","0.014288","0.014292","2171","30129078032.66","35404869443.70"
"21","2015-01","0.080682","0.080680","0.012618","0.012622","0.020714","0.020718","2459","31378754896.15","37567818317.60"
"31","2015-01","0.078405","0.078402","0.012656","0.012660","0.020686","0.020690","2557","31543236438.72","37763753261.58"
"63","2015-01","0.078405","0.078402","0.012656","0.012660","0.020686","0.020690","2557","31543236438.72","37763753261.58"
"37","2015-01","0.072194","0.072192","0.007826","0.007830","0.014281","0.014285","2073","29964596490.09","35208934499.72"
"47","2015-01","0.069903","0.069900","0.007891","0.007896","0.014288","0.014292","2171","30129078032.66","35404869443.70"
"53","2015-01","0.080682","0.080680","0.012618","0.012622","0.020714","0.020718","2459","31378754896.15","37567818317.60"
"69","2015-01","0.072194","0.072192","0.007826","0.007830","0.014281","0.014285","2073","29964596490.09","35208934499.72"
"79","2015-01","0.069903","0.069900","0.007891","0.007896","0.014288","0.014292","2171","30129078032.66","35404869443.70"
"85","2015-01","0.080682","0.080680","0.012618","0.012622","0.020714","0.020718","2459","31378754896.15","37567818317.60"
"95","2015-01","0.078405","0.078402","0.012656","0.012660","0.020686","0.020690","2557","31543236438.72","37763753261.58"
"101","2015-01","0.072194","0.072192","0.007826","0.007830","0.014281","0.014285","2073","29964596490.09","35208934499.72"
"111","2015-01","0.069903","0.069900","0.007891","0.007896","0.014288","0.014292","2171","30129078032.66","35404869443.70"
"117","2015-01","0.080682","0.080680","0.012618","0.012622","0.020714","0.020718","2459","31378754896.15","37567818317.60"
"127","2015-01","0.078405","0.078402","0.012656","0.012660","0.020686","0.020690","2557","31543236438.72","37763753261.58"
"33","2015-01","0.053403","0.053399","-0.008813","-0.008806","-0.007455","-0.007450","960","21759784769.93","24221892706.34"
"20","2015-01","0.097630","0.097629","0.065280","0.065280","0.077511","0.077511","1499","9618970126.22","13345925611.26"
"10","2015-02","0.030022","0.030022","0.028866","0.028866","0.023697","0.023697","96","167662030.35","198495915.05"
"5","2015-02","0.072490","0.072490","0.040310","0.040310","0.044295","0.044295","2052","31019567439.98","36656745036.29"
"15","2015-02","0.070580","0.070580","0.040247","0.040247","0.044181","0.044181","2148","31187229470.33","36855240951.34"
"21","2015-02","0.082388","0.082388","0.045060","0.045060","0.050815","0.050815","2445","32667140877.77","39384756410.37"
"31","2015-02","0.080393","0.080393","0.044975","0.044975","0.050674","0.050674","2541","32834802908.12","39583252325.42"
"63","2015-02","0.080393","0.080393","0.044975","0.044975","0.050674","0.050674","2541","32834802908.12","39583252325.42"
"37","2015-02","0.072490","0.072490","0.040310","0.040310","0.044295","0.044295","2052","31019567439.98","36656745036.29"
"47","2015-02","0.070580","0.070580","0.040247","0.040247","0.044181","0.044181","2148","31187229470.33","36855240951.34"
"53","2015-02","0.082388","0.082388","0.045060","0.045060","0.050815","0.050815","2445","32667140877.77","39384756410.37"
"69","2015-02","0.072490","0.072490","0.040310","0.040310","0.044295","0.044295","2052","31019567439.98","36656745036.29"
"79","2015-02","0.070580","0.070580","0.040247","0.040247","0.044181","0.044181","2148","31187229470.33","36855240951.34"
"85","2015-02","0.082388","0.082388","0.045060","0.045060","0.050815","0.050815","2445","32667140877.77","39384756410.37"
"95","2015-02","0.080393","0.080393","0.044975","0.044975","0.050674","0.050674","2541","32834802908.12","39583252325.42"
"101","2015-02","0.072490","0.072490","0.040310","0.040310","0.044295","0.044295","2052","31019567439.98","36656745036.29"
"111","2015-02","0.070580","0.070580","0.040247","0.040247","0.044181","0.044181","2148","31187229470.33","36855240951.34"
"117","2015-02","0.082388","0.082388","0.045060","0.045060","0.050815","0.050815","2445","32667140877.77","39384756410.37"
"127","2015-02","0.080393","0.080393","0.044975","0.044975","0.050674","0.050674","2541","32834802908.12","39583252325.42"
"33","2015-02","0.065532","0.065532","0.029338","0.029338","0.032482","0.032482","958","22360366977.51","25058899757.13"
"20","2015-02","0.092896","0.092896","0.080898","0.080898","0.084397","0.084397","1487","10306773900.26","14325856653.24"
"10","2015-03","0.073074","0.073074","0.047462","0.047462","0.050416","0.050416","98","176949890.10","209802797.08"
"5","2015-03","0.224049","0.224046","0.148415","0.148415","0.155954","0.155954","2089","36407199744.85","43046005058.88"
"15","2015-03","0.217224","0.217222","0.147871","0.147871","0.155385","0.155385","2187","36584149634.95","43255807855.96"
"21","2015-03","0.236307","0.236303","0.153807","0.153806","0.163506","0.163505","2490","38473109575.38","46521463177.13"
"31","2015-03","0.230061","0.230057","0.153262","0.153261","0.162937","0.162937","2588","38650059465.48","46731265974.21"
"63","2015-03","0.230061","0.230057","0.153262","0.153261","0.162937","0.162937","2588","38650059465.48","46731265974.21"
"37","2015-03","0.224049","0.224046","0.148415","0.148415","0.155954","0.155954","2089","36407199744.85","43046005058.88"
"47","2015-03","0.217224","0.217222","0.147871","0.147871","0.155385","0.155385","2187","36584149634.95","43255807855.96"
"53","2015-03","0.236307","0.236303","0.153807","0.153806","0.163506","0.163505","2490","38473109575.38","46521463177.13"
"69","2015-03","0.224049","0.224046","0.148415","0.148415","0.155954","0.155954","2089","36407199744.85","43046005058.88"
"79","2015-03","0.217224","0.217222","0.147871","0.147871","0.155385","0.155385","2187","36584149634.95","43255807855.96"
"85","2015-03","0.236307","0.236303","0.153807","0.153806","0.163506","0.163505","2490","38473109575.38","46521463177.13"
"95","2015-03","0.230061","0.230057","0.153262","0.153261","0.162937","0.162937","2588","38650059465.48","46731265974.21"
"101","2015-03","0.224049","0.224046","0.148415","0.148415","0.155954","0.155954","2089","36407199744.85","43046005058.88"
"111","2015-03","0.217224","0.217222","0.147871","0.147871","0.155385","0.155385","2187","36584149634.95","43255807855.96"
"117","2015-03","0.236307","0.236303","0.153807","0.153806","0.163506","0.163505","2490","38473109575.38","46521463177.13"
"127","2015-03","0.230061","0.230057","0.153262","0.153261","0.162937","0.162937","2588","38650059465.48","46731265974.21"
"33","2015-03","0.199443","0.199441","0.128868","0.128867","0.134705","0.134705","983","25846100693.58","28888678158.25"
"20","2015-03","0.258174","0.258169","0.208135","0.208134","0.213845","0.213844","1507","12627008881.80","17632785018.88"
"10","2015-04","0.331544","0.331516","0.286062","0.286036","0.267492","0.267470","98","227964258.10","268059044.83"
"5","2015-04","0.189475","0.189457","0.178340","0.178335","0.176538","0.176533","2107","43006903210.77","50747386674.86"
"15","2015-04","0.195826","0.195808","0.178866","0.178860","0.176985","0.176981","2205","43234867468.87","51015445719.69"
"21","2015-04","0.193956","0.193939","0.179860","0.179852","0.179356","0.179349","2522","45583202541.08","55040881503.95"
"31","2015-04","0.199162","0.199144","0.180350","0.180342","0.179758","0.179750","2620","45811166799.18","55308940548.78"
"63","2015-04","0.199162","0.199144","0.180350","0.180342","0.179758","0.179750","2620","45811166799.18","55308940548.78"
"37","2015-04","0.189475","0.189457","0.178340","0.178335","0.176538","0.176533","2107","43006903210.77","50747386674.86"
"47","2015-04","0.195826","0.195808","0.178866","0.178860","0.176985","0.176981","2205","43234867468.87","51015445719.69"
"53","2015-04","0.193956","0.193939","0.179860","0.179852","0.179356","0.179349","2522","45583202541.08","55040881503.95"
"69","2015-04","0.189475","0.189457","0.178340","0.178335","0.176538","0.176533","2107","43006903210.77","50747386674.86"
"79","2015-04","0.195826","0.195808","0.178866","0.178860","0.176985","0.176981","2205","43234867468.87","51015445719.69"
"85","2015-04","0.193956","0.193939","0.179860","0.179852","0.179356","0.179349","2522","45583202541.08","55040881503.95"
"95","2015-04","0.199162","0.199144","0.180350","0.180342","0.179758","0.179750","2620","45811166799.18","55308940548.78"
"101","2015-04","0.189475","0.189457","0.178340","0.178335","0.176538","0.176533","2107","43006903210.77","50747386674.86"
"111","2015-04","0.195826","0.195808","0.178866","0.178860","0.176985","0.176981","2205","43234867468.87","51015445719.69"
"117","2015-04","0.193956","0.193939","0.179860","0.179852","0.179356","0.179349","2522","45583202541.08","55040881503.95"
"127","2015-04","0.199162","0.199144","0.180350","0.180342","0.179758","0.179750","2620","45811166799.18","55308940548.78"
"33","2015-04","0.192641","0.192645","0.188764","0.188765","0.188597","0.188600","986","30715707385.57","34393714153.17"
"20","2015-04","0.193401","0.193371","0.161773","0.161747","0.164278","0.164254","1536","14867495155.51","20647167350.78"
"10","2015-05","0.284286","0.286165","0.163138","0.164884","0.209206","0.211619","95","256423311.83","318634217.07"
"5","2015-05","0.270192","0.270071","0.067707","0.067684","0.093763","0.093730","2109","45745802328.85","55369922305.87"
"15","2015-05","0.270807","0.270773","0.068199","0.068185","0.094367","0.094346","2204","46002225640.68","55688556522.94"
"21","2015-05","0.326876","0.326745","0.084202","0.084174","0.117269","0.117229","2531","49179933540.44","61243290079.80"
"31","2015-05","0.325309","0.325252","0.084587","0.084568","0.117713","0.117685","2626","49436356852.27","61561924296.87"
"63","2015-05","0.325309","0.325252","0.084587","0.084568","0.117713","0.117685","2626","49436356852.27","61561924296.87"
"37","2015-05","0.270192","0.270071","0.067707","0.067684","0.093763","0.093730","2109","45745802328.85","55369922305.87"
"47","2015-05","0.270807","0.270773","0.068199","0.068185","0.094367","0.094346","2204","46002225640.68","55688556522.94"
"53","2015-05","0.326876","0.326745","0.084202","0.084174","0.117269","0.117229","2531","49179933540.44","61243290079.80"
"69","2015-05","0.270192","0.270071","0.067707","0.067684","0.093763","0.093730","2109","45745802328.85","55369922305.87"
"79","2015-05","0.270807","0.270773","0.068199","0.068185","0.094367","0.094346","2204","46002225640.68","55688556522.94"
"85","2015-05","0.326876","0.326745","0.084202","0.084174","0.117269","0.117229","2531","49179933540.44","61243290079.80"
"95","2015-05","0.325309","0.325252","0.084587","0.084568","0.117713","0.117685","2626","49436356852.27","61561924296.87"
"101","2015-05","0.270192","0.270071","0.067707","0.067684","0.093763","0.093730","2109","45745802328.85","55369922305.87"
"111","2015-05","0.270807","0.270773","0.068199","0.068185","0.094367","0.094346","2204","46002225640.68","55688556522.94"
"117","2015-05","0.326876","0.326745","0.084202","0.084174","0.117269","0.117229","2531","49179933540.44","61243290079.80"
"127","2015-05","0.325309","0.325252","0.084587","0.084568","0.117713","0.117685","2626","49436356852.27","61561924296.87"
"33","2015-05","0.230244","0.230165","0.017099","0.017096","0.040296","0.040283","995","31142721961.64","35874251172.85"
"20","2015-05","0.386142","0.385979","0.224528","0.224449","0.247526","0.247441","1536","18037211578.80","25369038906.95"
"10","2015-06","-0.109761","-0.102292","-0.097052","-0.079835","-0.085403","-0.064716","96","228253346.70","283005481.14"
"5","2015-06","-0.076295","-0.076096","-0.069175","-0.068989","-0.079378","-0.079197","2098","42106299011.46","51085791319.56"
"15","2015-06","-0.077778","-0.077257","-0.069333","-0.069050","-0.079412","-0.079114","2194","42334552358.16","51368796800.70"
"21","2015-06","-0.084018","-0.083839","-0.077816","-0.077636","-0.090927","-0.090755","2543","44981206449.69","55885131420.63"
"31","2015-06","-0.084970","-0.084521","-0.077917","-0.077648","-0.090898","-0.090621","2639","45209459796.39","56168136901.77"
"63","2015-06","-0.084970","-0.084521","-0.077917","-0.077648","-0.090898","-0.090621","2639","45209459796.39","56168136901.77"
"37","2015-06","-0.076295","-0.076096","-0.069175","-0.068989","-0.079378","-0.079197","2098","42106299011.46","51085791319.56"
"47","2015-06","-0.077778","-0.077257","-0.069333","-0.069050","-0.079412","-0.079114","2194","42334552358.16","51368796800.70"
"53","2015-06","-0.084018","-0.083839","-0.077816","-0.077636","-0.090927","-0.090755","2543","44981206449.69","55885131420.63"
"69","2015-06","-0.076295","-0.076096","-0.069175","-0.068989","-0.079378","-0.079197","2098","42106299011.46","51085791319.56"
"79","2015-06","-0.077778","-0.077257","-0.069333","-0.069050","-0.079412","-0.079114","2194","42334552358.16","51368796800.70"
"85","2015-06","-0.084018","-0.083839","-0.077816","-0.077636","-0.090927","-0.090755","2543","44981206449.69","55885131420.63"
"95","2015-06","-0.084970","-0.084521","-0.077917","-0.077648","-0.090898","-0.090621","2639","45209459796.39","56168136901.77"
"101","2015-06","-0.076295","-0.076096","-0.069175","-0.068989","-0.079378","-0.079197","2098","42106299011.46","51085791319.56"
"111","2015-06","-0.077778","-0.077257","-0.069333","-0.069050","-0.079412","-0.079114","2194","42334552358.16","51368796800.70"
"117","2015-06","-0.084018","-0.083839","-0.077816","-0.077636","-0.090927","-0.090755","2543","44981206449.69","55885131420.63"
"127","2015-06","-0.084970","-0.084521","-0.077917","-0.077648","-0.090898","-0.090621","2639","45209459796.39","56168136901.77"
"33","2015-06","-0.064400","-0.064163","-0.056940","-0.056742","-0.066055","-0.065862","998","29314104876.66","34236351048.99"
"20","2015-06","-0.096285","-0.096145","-0.114480","-0.114333","-0.126880","-0.126740","1545","15667101573.03","21648868349.29"
"5","2015-07","-0.166447","-0.166434","-0.149457","-0.148807","-0.150651","-0.150111","2044","34518493755.44","41958954281.32"
"10","2015-07","-0.193407","-0.188684","-0.193828","-0.190073","-0.198677","-0.195480","93","176317708.08","217128170.94"
"15","2015-07","-0.167621","-0.167403","-0.149695","-0.149028","-0.150913","-0.150359","2137","34694811463.52","42176082452.26"
"21","2015-07","-0.162964","-0.162955","-0.149658","-0.149048","-0.151021","-0.150526","2472","36835602946.60","45800443950.55"
"31","2015-07","-0.164070","-0.163890","-0.149880","-0.149254","-0.151259","-0.150751","2565","37011920654.68","46017572121.49"
"63","2015-07","-0.164070","-0.163890","-0.149880","-0.149254","-0.151259","-0.150751","2565","37011920654.68","46017572121.49"
"37","2015-07","-0.166447","-0.166434","-0.149457","-0.148807","-0.150651","-0.150111","2044","34518493755.44","41958954281.32"
"47","2015-07","-0.167621","-0.167403","-0.149695","-0.149028","-0.150913","-0.150359","2137","34694811463.52","42176082452.26"
"53","2015-07","-0.162964","-0.162955","-0.149658","-0.149048","-0.151021","-0.150526","2472","36835602946.60","45800443950.55"
"69","2015-07","-0.166447","-0.166434","-0.149457","-0.148807","-0.150651","-0.150111","2044","34518493755.44","41958954281.32"
"79","2015-07","-0.167621","-0.167403","-0.149695","-0.149028","-0.150913","-0.150359","2137","34694811463.52","42176082452.26"
"85","2015-07","-0.162964","-0.162955","-0.149658","-0.149048","-0.151021","-0.150526","2472","36835602946.60","45800443950.55"
"95","2015-07","-0.164070","-0.163890","-0.149880","-0.149254","-0.151259","-0.150751","2565","37011920654.68","46017572121.49"
"101","2015-07","-0.166447","-0.166434","-0.149457","-0.148807","-0.150651","-0.150111","2044","34518493755.44","41958954281.32"
"111","2015-07","-0.167621","-0.167403","-0.149695","-0.149028","-0.150913","-0.150359","2137","34694811463.52","42176082452.26"
"117","2015-07","-0.162964","-0.162955","-0.149658","-0.149048","-0.151021","-0.150526","2472","36835602946.60","45800443950.55"
"127","2015-07","-0.164070","-0.163890","-0.149880","-0.149254","-0.151259","-0.150751","2565","37011920654.68","46017572121.49"
"33","2015-07","-0.169842","-0.169816","-0.139439","-0.138557","-0.142975","-0.142217","979","24560285988.12","28528408683.05"
"20","2015-07","-0.158335","-0.158337","-0.169575","-0.169493","-0.164113","-0.164047","1493","12275316958.48","17272035267.50"
"10","2015-08","-0.156965","-0.151901","-0.160903","-0.153236","-0.159981","-0.153383","91","152927905.81","187924904.54"
"5","2015-08","-0.131148","-0.130869","-0.135950","-0.135816","-0.141746","-0.141626","2012","29791553262.43","35853826901.48"
"15","2015-08","-0.132265","-0.131779","-0.136077","-0.135904","-0.141840","-0.141686","2103","29944481168.24","36041751806.02"
"21","2015-08","-0.144868","-0.144634","-0.141968","-0.141841","-0.149646","-0.149534","2423","31531884543.31","38749590572.14"
"31","2015-08","-0.145306","-0.144897","-0.142058","-0.141895","-0.149694","-0.149552","2514","31684812449.12","38937515476.68"
"63","2015-08","-0.145306","-0.144897","-0.142058","-0.141895","-0.149694","-0.149552","2514","31684812449.12","38937515476.68"
"37","2015-08","-0.131148","-0.130869","-0.135950","-0.135816","-0.141746","-0.141626","2012","29791553262.43","35853826901.48"
"47","2015-08","-0.132265","-0.131779","-0.136077","-0.135904","-0.141840","-0.141686","2103","29944481168.24","36041751806.02"
"53","2015-08","-0.144868","-0.144634","-0.141968","-0.141841","-0.149646","-0.149534","2423","31531884543.31","38749590572.14"
"69","2015-08","-0.131148","-0.130869","-0.135950","-0.135816","-0.141746","-0.141626","2012","29791553262.43","35853826901.48"
"79","2015-08","-0.132265","-0.131779","-0.136077","-0.135904","-0.141840","-0.141686","2103","29944481168.24","36041751806.02"
"85","2015-08","-0.144868","-0.144634","-0.141968","-0.141841","-0.149646","-0.149534","2423","31531884543.31","38749590572.14"
"95","2015-08","-0.145306","-0.144897","-0.142058","-0.141895","-0.149694","-0.149552","2514","31684812449.12","38937515476.68"
"101","2015-08","-0.131148","-0.130869","-0.135950","-0.135816","-0.141746","-0.141626","2012","29791553262.43","35853826901.48"
"111","2015-08","-0.132265","-0.131779","-0.136077","-0.135904","-0.141840","-0.141686","2103","29944481168.24","36041751806.02"
"117","2015-08","-0.144868","-0.144634","-0.141968","-0.141841","-0.149646","-0.149534","2423","31531884543.31","38749590572.14"
"127","2015-08","-0.145306","-0.144897","-0.142058","-0.141895","-0.149694","-0.149552","2514","31684812449.12","38937515476.68"
"33","2015-08","-0.126645","-0.126626","-0.126751","-0.126685","-0.130810","-0.130752","972","21540338730.41","24797808294.82"
"20","2015-08","-0.157075","-0.156696","-0.173000","-0.172749","-0.181295","-0.181092","1451","9991545812.90","13951782277.32"
"10","2015-09","0.005247","0.005183","0.005092","0.004949","0.009934","0.009817","93","161044886.19","197014440.50"
"5","2015-09","-0.054590","-0.054574","-0.058022","-0.057974","-0.058289","-0.058247","2006","28063494708.38","33879585278.48"
"15","2015-09","-0.051939","-0.051927","-0.057682","-0.057635","-0.057919","-0.057878","2099","28224539594.57","34076599718.98"
"21","2015-09","-0.037140","-0.036487","-0.052589","-0.052400","-0.050506","-0.050278","2427","29928076315.23","36993057665.92"
"31","2015-09","-0.035576","-0.034950","-0.052296","-0.052109","-0.050203","-0.049977","2520","30089121201.42","37190072106.42"
"63","2015-09","-0.035576","-0.034950","-0.052296","-0.052109","-0.050203","-0.049977","2520","30089121201.42","37190072106.42"
"37","2015-09","-0.054590","-0.054574","-0.058022","-0.057974","-0.058289","-0.058247","2006","28063494708.38","33879585278.48"
"47","2015-09","-0.051939","-0.051927","-0.057682","-0.057635","-0.057919","-0.057878","2099","28224539594.57","34076599718.98"
"53","2015-09","-0.037140","-0.036487","-0.052589","-0.052400","-0.050506","-0.050278","2427","29928076315.23","36993057665.92"
"69","2015-09","-0.054590","-0.054574","-0.058022","-0.057974","-0.058289","-0.058247","2006","28063494708.38","33879585278.48"
"79","2015-09","-0.051939","-0.051927","-0.057682","-0.057635","-0.057919","-0.057878","2099","28224539594.57","34076599718.98"
"85","2015-09","-0.037140","-0.036487","-0.052589","-0.052400","-0.050506","-0.050278","2427","29928076315.23","36993057665.92"
"95","2015-09","-0.035576","-0.034950","-0.052296","-0.052109","-0.050203","-0.049977","2520","30089121201.42","37190072106.42"
"101","2015-09","-0.054590","-0.054574","-0.058022","-0.057974","-0.058289","-0.058247","2006","28063494708.38","33879585278.48"
"111","2015-09","-0.051939","-0.051927","-0.057682","-0.057635","-0.057919","-0.057878","2099","28224539594.57","34076599718.98"
"117","2015-09","-0.037140","-0.036487","-0.052589","-0.052400","-0.050506","-0.050278","2427","29928076315.23","36993057665.92"
"127","2015-09","-0.035576","-0.034950","-0.052296","-0.052109","-0.050203","-0.049977","2520","30089121201.42","37190072106.42"
"33","2015-09","-0.054155","-0.054136","-0.049383","-0.049324","-0.051110","-0.051058","954","20112919560.05","23143751724.82"
"20","2015-09","-0.026120","-0.025057","-0.059120","-0.058668","-0.049493","-0.048970","1473","9815156755.18","13849305941.10"
"10","2015-10","0.177394","0.178731","0.137259","0.139108","0.144111","0.145631","95","188768372.60","230981559.97"
"5","2015-10","0.218789","0.220796","0.133979","0.136246","0.140422","0.143086","2038","32488940813.09","39366471462.92"
"15","2015-10","0.216946","0.218923","0.133998","0.136263","0.140443","0.143101","2133","32677709185.69","39597453022.89"
"21","2015-10","0.228882","0.230536","0.139752","0.141874","0.148956","0.151390","2473","34886297897.33","43430195201.24"
"31","2015-10","0.226978","0.228619","0.139738","0.141859","0.148930","0.151359","2568","35075066269.93","43661176761.21"
"63","2015-10","0.226978","0.228619","0.139738","0.141859","0.148930","0.151359","2568","35075066269.93","43661176761.21"
"37","2015-10","0.218789","0.220796","0.133979","0.136246","0.140422","0.143086","2038","32488940813.09","39366471462.92"
"47","2015-10","0.216946","0.218923","0.133998","0.136263","0.140443","0.143101","2133","32677709185.69","39597453022.89"
"53","2015-10","0.228882","0.230536","0.139752","0.141874","0.148956","0.151390","2473","34886297897.33","43430195201.24"
"69","2015-10","0.218789","0.220796","0.133979","0.136246","0.140422","0.143086","2038","32488940813.09","39366471462.92"
"79","2015-10","0.216946","0.218923","0.133998","0.136263","0.140443","0.143101","2133","32677709185.69","39597453022.89"
"85","2015-10","0.228882","0.230536","0.139752","0.141874","0.148956","0.151390","2473","34886297897.33","43430195201.24"
"95","2015-10","0.226978","0.228619","0.139738","0.141859","0.148930","0.151359","2568","35075066269.93","43661176761.21"
"101","2015-10","0.218789","0.220796","0.133979","0.136246","0.140422","0.143086","2038","32488940813.09","39366471462.92"
"111","2015-10","0.216946","0.218923","0.133998","0.136263","0.140443","0.143101","2133","32677709185.69","39597453022.89"
"117","2015-10","0.228882","0.230536","0.139752","0.141874","0.148956","0.151390","2473","34886297897.33","43430195201.24"
"127","2015-10","0.226978","0.228619","0.139738","0.141859","0.148930","0.151359","2568","35075066269.93","43661176761.21"
