"Markettype","Trdmnt","Cmretwdeq","Cmretmdeq","Cmretwdos","Cmretmdos","Cmretwdtl","Cmretmdtl","Cmnstkcal","Cmmvosd","Cmmvttl"
"5","1990-12","","","","","","","6","624165.96","2082551.36"
"15","1990-12","","","","","","","6","624165.96","2082551.36"
"21","1990-12","","","","","","","6","624165.96","2082551.36"
"31","1990-12","","","","","","","6","624165.96","2082551.36"
"63","1990-12","","","","","","","6","624165.96","2082551.36"
"37","1990-12","","","","","","","6","624165.96","2082551.36"
"47","1990-12","","","","","","","6","624165.96","2082551.36"
"53","1990-12","","","","","","","6","624165.96","2082551.36"
"69","1990-12","","","","","","","6","624165.96","2082551.36"
"79","1990-12","","","","","","","6","624165.96","2082551.36"
"85","1990-12","","","","","","","6","624165.96","2082551.36"
"95","1990-12","","","","","","","6","624165.96","2082551.36"
"101","1990-12","","","","","","","6","624165.96","2082551.36"
"111","1990-12","","","","","","","6","624165.96","2082551.36"
"117","1990-12","","","","","","","6","624165.96","2082551.36"
"127","1990-12","","","","","","","6","624165.96","2082551.36"
"33","1990-12","","","","","","","6","624165.96","2082551.36"
"5","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"15","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"21","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"31","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"63","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"37","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"47","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"53","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"69","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"79","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"85","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"95","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"101","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"111","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"117","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"127","1991-01","0.036554","0.036554","0.029998","0.029998","0.040097","0.040097","10","1931395.00","4570745.48"
"33","1991-01","0.031332","0.031332","0.029998","0.029998","0.040097","0.040097","7","765319.71","2340955.86"
"20","1991-01","","","","","","","3","1166075.29","2229789.62"
"5","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"15","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"21","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"31","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"63","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"37","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"47","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"53","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"69","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"79","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"85","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"95","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"101","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"111","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"117","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"127","1991-02","0.021860","0.021860","0.010203","0.010203","0.006360","0.006360","10","1819733.74","4412147.41"
"33","1991-02","0.035867","0.035867","0.035412","0.035412","0.024017","0.024017","7","661052.69","2209509.71"
"20","1991-02","-0.010821","-0.010821","-0.006341","-0.006341","-0.012176","-0.012176","3","1158681.05","2202637.70"
"5","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"15","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"21","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"31","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"63","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"37","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"47","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"53","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"69","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"79","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"85","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"95","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"101","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"111","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"117","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"127","1991-03","-0.060425","-0.059840","-0.099663","-0.098917","-0.088522","-0.088183","10","1468212.12","3837938.27"
"33","1991-03","-0.032142","-0.031306","-0.053483","-0.051449","-0.051003","-0.050328","7","456031.81","1913756.76"
"20","1991-03","-0.126420","-0.126420","-0.126437","-0.126437","-0.126419","-0.126419","3","1012180.31","1924181.51"
"5","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"15","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"21","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"31","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"63","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"37","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"47","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"53","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"69","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"79","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"85","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"95","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"101","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"111","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"117","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"127","1991-04","-0.031449","-0.031449","-0.079652","-0.079652","-0.050150","-0.050150","11","2508786.03","5763950.42"
"33","1991-04","0.002179","0.002179","-0.000552","-0.000552","0.015013","0.015013","7","455779.76","1942488.89"
"20","1991-04","-0.109918","-0.109918","-0.115289","-0.115289","-0.114961","-0.114961","4","2053006.27","3821461.53"
"5","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"15","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"21","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"31","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"63","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"37","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"47","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"53","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"69","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"79","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"85","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"95","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"101","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"111","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"117","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"127","1991-05","0.005375","0.005375","-0.074521","-0.074521","-0.037463","-0.037463","11","2321827.03","5548014.05"
"33","1991-05","0.064257","0.064257","0.075015","0.075015","0.106617","0.106617","7","489970.50","2149592.25"
"20","1991-05","-0.097667","-0.008175","-0.107720","0.094107","-0.110701","0.087743","4","1831856.53","3398421.80"
"5","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"15","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"21","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"31","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"63","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"37","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"47","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"53","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"69","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"79","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"85","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"95","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"101","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"111","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"117","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"127","1991-06","0.035102","0.035102","-0.079348","-0.079348","-0.013921","-0.013921","12","2692877.08","6730880.54"
"33","1991-06","0.195277","0.195277","0.201358","0.201358","0.202348","0.202348","7","588630.35","2584558.90"
"20","1991-06","-0.245204","-0.245204","-0.154429","-0.154429","-0.150717","-0.150717","5","2104246.73","4146321.64"
"5","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"15","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"21","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"31","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"63","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"37","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"47","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"53","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"69","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"79","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"85","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"95","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"101","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"111","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"117","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"127","1991-07","0.020188","0.020188","-0.082097","-0.082097","-0.038261","-0.038261","13","2597345.64","6695474.24"
"33","1991-07","0.149207","0.149207","0.121950","0.121950","0.144743","0.144743","7","660413.98","2958655.64"
"20","1991-07","-0.160437","-0.160437","-0.139177","-0.139177","-0.152334","-0.152334","6","1936931.66","3736818.60"
"5","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"15","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"21","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"31","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"63","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"37","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"47","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"53","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"69","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"79","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"85","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"95","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"101","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"111","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"117","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"127","1991-08","0.033716","0.029998","-0.084185","-0.084381","0.000894","0.000818","13","2635294.34","7247109.35"
"33","1991-08","0.143414","0.136508","0.228178","0.227407","0.234801","0.234629","7","853494.75","3695741.66"
"20","1991-08","-0.094263","-0.094263","-0.190688","-0.190688","-0.184304","-0.184303","6","1781799.59","3551367.69"
"5","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"15","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"21","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"31","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"63","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"37","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"47","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"53","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"69","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"79","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"85","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"95","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"101","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"111","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"117","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"127","1991-09","0.012781","0.012781","-0.024954","-0.024954","0.027168","0.027168","13","2569531.84","7443999.88"
"33","1991-09","0.095165","0.095165","0.112359","0.112359","0.126685","0.126685","7","949393.43","4163941.42"
"20","1991-09","-0.083332","-0.083332","-0.090728","-0.090728","-0.076395","-0.076395","6","1620138.41","3280058.46"
"5","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"15","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"21","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"31","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"63","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"37","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"47","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"53","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"69","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"79","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"85","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"95","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"101","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"111","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"117","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"127","1991-10","0.630702","0.630702","0.745162","0.745162","0.544793","0.544793","13","4484250.66","11499443.05"
"33","1991-10","0.189544","0.189544","0.209083","0.209083","0.208517","0.208517","7","1147895.59","5032192.88"
"20","1991-10","1.145387","1.145387","1.059302","1.059302","0.971687","0.971687","6","3336355.07","6467250.17"
"5","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"15","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"21","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"31","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"63","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"37","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"47","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"53","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"69","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"79","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"85","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"95","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"101","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"111","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"117","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"127","1991-11","0.171379","0.171379","0.135694","0.135694","0.164226","0.164226","13","5092738.95","13387950.49"
"33","1991-11","0.180138","0.180138","0.181536","0.181536","0.179662","0.179662","7","1356280.89","5936291.48"
"20","1991-11","0.161161","0.161161","0.119922","0.119922","0.152214","0.152214","6","3736458.06","7451659.01"
"5","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"15","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"21","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"31","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"63","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"37","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"47","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"53","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"69","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"79","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"85","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"95","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"101","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"111","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"117","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"127","1991-12","0.130516","0.130516","0.116915","0.116915","0.137910","0.137910","13","5688160.50","15234292.60"
"33","1991-12","0.159124","0.159124","0.176708","0.176708","0.193024","0.193024","7","1595946.86","7082143.00"
"20","1991-12","0.097139","0.097139","0.095212","0.095212","0.094004","0.094004","6","4092213.64","8152149.60"
"5","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"15","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"21","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"31","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"63","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"37","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"47","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"53","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"69","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"79","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"85","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"95","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"101","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"111","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"117","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"127","1992-01","0.094804","0.094804","0.019601","0.019601","0.060342","0.060342","14","5974255.27","16328165.63"
"33","1992-01","0.093876","0.093876","0.107651","0.107651","0.117241","0.117241","8","1942353.63","8087065.86"
"20","1992-01","0.080241","0.080241","-0.014738","-0.014738","0.010911","0.010911","6","4031901.64","8241099.77"
"10","1992-02","","","","","","","2","524878.40","524878.40"
"5","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","15","6426255.89","18223359.86"
"15","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","17","6951134.29","18748238.26"
"21","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","15","6426255.89","18223359.86"
"31","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","17","6951134.29","18748238.26"
"63","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","17","6951134.29","18748238.26"
"37","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","15","6426255.89","18223359.86"
"47","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","17","6951134.29","18748238.26"
"53","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","15","6426255.89","18223359.86"
"69","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","15","6426255.89","18223359.86"
"79","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","17","6951134.29","18748238.26"
