month,MarketR,MarketR_e,rfmonth,ret,ret_e,marketret3,marketret6,marketret12,ipor,pd,l.pd,l.ipor
2001.5,-0.132502,-0.133397,0.001856,-0.134358,-0.135253,-0.212157227343504,-0.276267974826541,-0.247046494623997,0.690593333333334,4.92719888496389,5.0952223407294,2.33288725
2001.58333333333,-0.035222,-0.028909,0.001856,-0.037078,-0.030765,-0.135350228077599,-0.255277599649083,-0.164390446281595,0.848093727272727,4.89929701823318,4.92719888496389,0.690593333333334
2001.66666666667,-0.052001,-0.057159,0.001856,-0.053857,-0.059015,-0.0686952599593646,-0.205391449736159,-0.127355359935438,1.16589966666667,4.84188281955409,4.89929701823318,0.848093727272727
2001.75,-0.048524,-0.055137,0.001856,-0.05038,-0.056993,-0.0793113028584151,-0.104797643189087,-0.130553252941903,0,4.78589901861745,4.84188281955409,1.16589966666667
2001.83333333333,0.038675,0.051437,0.001856,0.036819,0.049581,-0.13694379690075,-0.0209158170671534,-0.132816113273772,1.189873,4.81865492854862,4.78589901861745,0
2001.91666666667,-0.062743,-0.070183,0.001856,-0.064599,-0.072039,-0.14550090696138,-0.138669610700403,-0.219236228045977,1.42327071428571,4.75828520960448,4.81865492854862,1.189873
2002,-0.107725,-0.122656,0.001856,-0.109581,-0.124512,-0.0270618862704525,0.0436078934036435,-0.209393723880849,1.999017,4.64674829250202,4.75828520960448,1.42327071428571
2002.08333333333,0.028367,0.039784,0.00179285714285714,0.0265741428571429,0.0379911428571429,0.134374665560863,0.123615626765611,-0.0245101431904284,0.756770333333333,4.6787993368866,4.64674829250202,1.999017
2002.16666666667,0.066092,0.078166,0.001635,0.064457,0.076531,0.00877444462835819,0.0993620364114203,-0.042409194986566,1.51025625,4.76167999268499,4.6787993368866,0.756770333333333
2002.25,0.039324,0.051456,0.001635,0.037689,0.049821,0.0723783194858252,-0.0272853341234266,-0.115041390887128,1.27223275,4.81127715997825,4.76167999268499,1.51025625
2002.33333333333,-0.085132,-0.087617,0.001635,-0.086767,-0.089252,-0.0100217334768544,-0.112849601896946,-0.159767149294676,3.4363525,4.82344210167326,4.81127715997825,1.27223275
2002.41666666667,0.132984,0.118081,0.001635,0.131349,0.116446,0.089321892125241,-0.0908488366451602,-0.0384647065417704,0.923746375,4.98847931514967,4.82344210167326,3.4363525
2002.5,-0.040172,-0.036939,0.001635,-0.041807,-0.038574,-0.0928432690319355,-0.240483511896118,-0.211598316861093,1.63450233333333,4.82879762498386,4.98847931514967,0.923746375
2002.58333333333,0.006221,0.008402,0.001635,0.004586,0.006767,-0.10330639375059,-0.131739694814706,-0.188139502991009,1.04191822222222,4.83401443517824,4.82879762498386,1.63450233333333
2002.66666666667,-0.055632,-0.056255,0.001635,-0.057267,-0.05789,-0.165055571436366,-0.128694908924344,-0.21897682010239,1.83363055555556,4.79524935513791,4.83401443517824,1.04191822222222
2002.75,-0.051183,-0.055018,0.001635,-0.052818,-0.056653,-0.161373733578875,-0.0890397117222726,-0.208594801297584,0.875603,4.76166215880026,4.79524935513791,1.83363055555556
2002.83333333333,-0.062693,-0.076673,0.001635,-0.064328,-0.078308,-0.0309733239854288,-0.0510656945577699,-0.197221240175321,1.0907352,4.7098091581842,4.76166215880026,0.875603
2002.91666666667,-0.051492,-0.051151,0.001635,-0.053127,-0.052786,0.0442593971011154,0.057974896420159,-0.12400434723901,1.2121235,4.67377381147448,4.7098091581842,1.0907352
2003,0.095492,0.102435,0.001635,0.093857,0.1008,0.0866905142611105,0.040623025910105,-0.0497443435512728,0.987774465862259,4.77353882568992,4.67377381147448,1.2121235
2003.08333333333,0.00971,0.014786,0.001635,0.008075,0.013151,-0.0204737499514502,-0.0627508135388575,-0.0681307686658809,0.769134,4.78624286102258,4.77353882568992,0.987774465862259
2003.16666666667,-0.013132,-0.025631,0.001635,-0.014767,-0.027266,0.0128654276120617,-0.101019927732862,-0.00991822642620499,0.683080166666667,4.77287100220533,4.78624286102258,0.769134
2003.25,-0.012054,-0.042101,0.001635,-0.013689,-0.043736,-0.0425918378793657,-0.128884320054088,0.0366079213592714,1.1853074,4.73592840807347,4.77287100220533,0.683080166666667
2003.33333333333,0.043905,0.040771,0.001635,0.04227,0.039136,-0.0428431460136473,-0.151913741147196,-0.056693378647837,1.06232,4.76714170358787,4.73592840807347,1.1853074
2003.41666666667,-0.066905,-0.066763,0.001635,-0.06854,-0.068398,-0.111958121450241,-0.170955253055274,-0.118361632807528,0.850728142857143,4.6158980614682,4.76714170358787,1.06232
2003.5,-0.012312,-0.030273,0.001635,-0.013947,-0.031908,-0.0894537381994089,-0.0864063098402658,-0.163120655667019,0.455873888888889,4.66444646468241,4.6158980614682,0.850728142857143
2003.58333333333,-0.031089,-0.023909,0.001635,-0.032724,-0.025544,-0.113151973897847,-0.00502782293756598,-0.155451497233065,0.582891333333333,4.64020345259253,4.66444646468241,0.455873888888889
2003.66666666667,-0.043389,-0.04531,0.001635,-0.045024,-0.046945,-0.0654535615318875,0.101335497522019,-0.167358085905238,0.806461142857143,4.56185917695721,4.64020345259253,0.582891333333333
2003.75,-0.03788,-0.065314,0.001635,-0.039515,-0.066949,0.00380892605472116,0.189294253490241,-0.0811322478666485,0.755326502335,4.5247231898913,4.56185917695721,0.806461142857143
2003.83333333333,0.020736,0.016666,0.001635,0.019101,0.015031,0.121871289748347,0.112731824929249,-0.0976176389593117,0.55674975,4.53311891778244,4.5247231898913,0.755326502335
2003.91666666667,0.027138,-0.00681,0.001635,0.025503,-0.008445,0.177879558026304,0.0647012625127157,-0.096025778487515,0.4989024,4.56638455997589,4.53311891778244,0.55674975
2004,0.074728,0.088654,0.001635,0.073093,0.087019,0.183862970436756,-0.0821525049645134,-0.18232683899523,0.70317989412279,4.64641675263483,4.56638455997589,0.4989024
